2018-06-26 08:22:50,310 __main__             81 [INFO] [main] start 
2018-06-26 08:22:50,310 __main__.DataIO             32 [INFO] [read_csv] read csv file from ../inputs/my_train_2.csv 
2018-06-26 08:23:26,286 __main__.DataIO             35 [INFO] [read_csv] successfully read 
2018-06-26 08:23:26,286 __main__.DataIO             32 [INFO] [read_csv] read csv file from ../inputs/my_test_2.csv 
2018-06-26 08:23:31,608 __main__.DataIO             35 [INFO] [read_csv] successfully read 
2018-06-26 08:23:31,608 __main__             96 [INFO] [main] removing the categorical features which                are contained only by training set... 
2018-06-26 08:23:34,068 __main__             99 [INFO] [main] normalizing inputs... 
2018-06-26 08:24:06,339 __main__.HomeCreditPreprocessor             173 [INFO] [onehot_encoding] encoding dataframe as onehot style 
2018-06-26 08:24:06,340 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category CODE_GENDER 
2018-06-26 08:24:10,865 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category EMERGENCYSTATE_MODE 
2018-06-26 08:24:12,304 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category FLAG_OWN_CAR 
2018-06-26 08:24:13,643 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category FLAG_OWN_REALTY 
2018-06-26 08:24:15,031 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category FONDKAPREMONT_MODE 
2018-06-26 08:24:16,372 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category HOUSETYPE_MODE 
2018-06-26 08:24:17,777 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category NAME_CONTRACT_TYPE 
2018-06-26 08:24:19,098 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category NAME_EDUCATION_TYPE 
2018-06-26 08:24:20,499 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category NAME_FAMILY_STATUS 
2018-06-26 08:24:21,838 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category NAME_HOUSING_TYPE 
2018-06-26 08:24:23,230 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category NAME_INCOME_TYPE 
2018-06-26 08:24:24,574 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category NAME_TYPE_SUITE 
2018-06-26 08:24:25,981 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category OCCUPATION_TYPE 
2018-06-26 08:24:27,338 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category ORGANIZATION_TYPE 
2018-06-26 08:24:28,878 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category WALLSMATERIAL_MODE 
2018-06-26 08:24:30,231 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category WEEKDAY_APPR_PROCESS_START 
2018-06-26 08:24:31,666 __main__             107 [INFO] [main] encoded training shape is (307511, 761) 
2018-06-26 08:24:31,666 __main__             108 [INFO] [main] encoded test shape is (48740, 761) 
2018-06-26 08:24:44,031 __main__             162 [INFO] [main] params: {'alpha': 0.1, 'batch_norm': (False, True), 'dropout': (0.1, 0.3), 'hidden_layer_sizes': (250, 40), 'learning_rate_init': 0.003, 'max_iter': 200, 'random_state': 0, 'solver': 'adam'} 
2018-06-26 08:26:13,648 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 0 - score: 0.656013 
2018-06-26 08:27:24,926 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 1 - score: 0.722772 
2018-06-26 08:28:38,357 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 2 - score: 0.720864 
2018-06-26 08:29:51,353 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 3 - score: 0.730862 
2018-06-26 08:31:05,066 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 4 - score: 0.743525 
2018-06-26 08:32:18,996 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 5 - score: 0.744440 
2018-06-26 08:33:33,776 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 6 - score: 0.746512 
2018-06-26 08:34:49,263 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 7 - score: 0.738795 
2018-06-26 08:36:04,480 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 8 - score: 0.741891 
2018-06-26 08:37:20,524 __main__.myMLPClassifier.IntervalEvaluation             45 [INFO] [on_epoch_end] interval evaluation - epoch: 9 - score: 0.741300 
2018-06-26 08:37:51,884 __main__             86 [INFO] [main] start 
2018-06-26 08:37:51,884 __main__.DataIO             32 [INFO] [read_csv] read csv file from ../inputs/my_train_2.csv 
2018-06-26 08:38:26,705 __main__.DataIO             35 [INFO] [read_csv] successfully read 
2018-06-26 08:38:26,705 __main__.DataIO             32 [INFO] [read_csv] read csv file from ../inputs/my_test_2.csv 
2018-06-26 08:38:31,991 __main__.DataIO             35 [INFO] [read_csv] successfully read 
2018-06-26 08:38:31,992 __main__             101 [INFO] [main] removing the categorical features which                are contained only by training set... 
2018-06-26 08:38:34,600 __main__             104 [INFO] [main] normalizing inputs... 
2018-06-26 08:39:09,099 __main__.HomeCreditPreprocessor             173 [INFO] [onehot_encoding] encoding dataframe as onehot style 
2018-06-26 08:39:09,101 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category CODE_GENDER 
2018-06-26 08:39:13,750 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category EMERGENCYSTATE_MODE 
2018-06-26 08:39:15,211 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category FLAG_OWN_CAR 
2018-06-26 08:39:16,648 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category FLAG_OWN_REALTY 
2018-06-26 08:39:18,081 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category FONDKAPREMONT_MODE 
2018-06-26 08:39:19,525 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category HOUSETYPE_MODE 
2018-06-26 08:39:20,982 __main__.HomeCreditPreprocessor             179 [DEBUG] [onehot_encoding] encoding the category NAME_CONTRACT_TYPE 
