feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3032.6
EXT_SOURCE_3,2540.4
EXT_SOURCE_1,2173.4
EXT_SOURCE_2,2157.2
DAYS_BIRTH,1677.4
NEW_CREDIT_TO_GOODS_RATIO,1418.0
DAYS_ID_PUBLISH,1214.0
DAYS_EMPLOYED,1206.4
AMT_ANNUITY,1169.6
DAYS_LAST_PHONE_CHANGE,1162.0
DAYS_REGISTRATION,1046.2
NEW_AGE_DAYS_REGISTRATION,942.4
AMT_GOODS_PRICE,846.6
AMT_CREDIT,717.4
OWN_CAR_AGE,667.8
NEW_INC_PER_CHLD,665.8
REGION_POPULATION_RELATIVE,642.4
AMT_INCOME_TOTAL,603.0
AMT_REQ_CREDIT_BUREAU_YEAR,576.6
HOUR_APPR_PROCESS_START,438.4
CODE_GENDER_M,384.2
NEW_ENTRANCES_AVG_REGRATRAT,378.4
NEW_YEARS_BEGINEXPLUATATION_AVG_REGRATRAT,373.4
NEW_LANDAREA_AVG_REGRATRAT,351.0
TOTALAREA_MODE,340.8
NEW_FLOORSMAX_AVG_REGRATRAT,328.4
NEW_DEF/OBS_30,308.2
NEW_BASEMENTAREA_AVG_REGRATRAT,305.2
NEW_APARTMENTS_AVG_REGRATRAT,301.6
NEW_FLOORSMIN_AVG_REGRATRAT,280.4
NEW_LIVINGAREA_AVG_REGRATRAT,275.2
NEW_YEARS_BUILD_AVG_REGRATRAT,274.8
LANDAREA_MODE,245.6
NEW_NONLIVINGAREA_AVG_REGRATRAT,245.4
NEW_COMMONAREA_AVG_REGRATRAT,233.2
BASEMENTAREA_MODE,225.6
AMT_REQ_CREDIT_BUREAU_QRT,214.8
NEW_LIVINGAPARTMENTS_AVG_REGRATRAT,213.6
LIVINGAREA_MODE,209.0
APARTMENTS_MODE,199.8
NEW_NONLIVINGAPARTMENTS_AVG_REGRATRAT,198.4
NONLIVINGAREA_MODE,197.0
YEARS_BEGINEXPLUATATION_MODE,190.0
LANDAREA_AVG,186.8
BASEMENTAREA_AVG,186.2
NAME_EDUCATION_TYPE_Higher education,186.0
YEARS_BEGINEXPLUATATION_MEDI,184.2
FLAG_WORK_PHONE,179.0
NEW_DEF/OBS_60,178.0
NAME_FAMILY_STATUS_Married,173.8
REGION_RATING_CLIENT_W_CITY,170.6
NONLIVINGAREA_AVG,170.6
YEARS_BEGINEXPLUATATION_AVG,170.0
FLAG_DOCUMENT_3,169.0
LIVINGAREA_AVG,166.8
OBS_30_CNT_SOCIAL_CIRCLE,165.2
COMMONAREA_MODE,163.8
BASEMENTAREA_MEDI,160.8
NEW_ELEVATORS_AVG_REGRATRAT,155.8
LANDAREA_MEDI,155.6
APARTMENTS_MEDI,150.2
APARTMENTS_AVG,147.8
LIVINGAREA_MEDI,146.8
OBS_60_CNT_SOCIAL_CIRCLE,139.0
COMMONAREA_MEDI,134.2
NONLIVINGAREA_MEDI,132.8
COMMONAREA_AVG,129.6
YEARS_BUILD_MODE,128.6
NAME_INCOME_TYPE_Working,124.8
LIVINGAPARTMENTS_MODE,124.4
NAME_EDUCATION_TYPE_Secondary / secondary special,122.8
LIVINGAPARTMENTS_AVG,120.4
AMT_REQ_CREDIT_BUREAU_MON,114.0
REG_CITY_NOT_LIVE_CITY,105.6
LIVINGAPARTMENTS_MEDI,102.0
YEARS_BUILD_AVG,101.0
ORGANIZATION_TYPE_Self-employed,100.2
ENTRANCES_AVG,91.4
NEW_60/30_OBS,82.6
ORGANIZATION_TYPE_Business Entity Type 3,78.2
YEARS_BUILD_MEDI,77.6
FLOORSMAX_AVG,74.8
CNT_FAM_MEMBERS,72.2
FLOORSMIN_AVG,68.8
OCCUPATION_TYPE_Drivers,66.0
FLAG_PHONE,64.0
ENTRANCES_MODE,59.6
ORGANIZATION_TYPE_Construction,59.2
OCCUPATION_TYPE_Laborers,57.8
FLAG_OWN_REALTY_Y,57.6
CNT_CHILDREN,57.6
OCCUPATION_TYPE_Core staff,54.8
ORGANIZATION_TYPE_Transport: type 3,54.0
WEEKDAY_APPR_PROCESS_START_MONDAY,53.8
ENTRANCES_MEDI,50.8
ORGANIZATION_TYPE_Military,49.6
DEF_30_CNT_SOCIAL_CIRCLE,49.2
NONLIVINGAPARTMENTS_AVG,48.4
"WALLSMATERIAL_MODE_Stone, brick",46.6
NAME_HOUSING_TYPE_House / apartment,45.4
ORGANIZATION_TYPE_Industry: type 9,45.0
NEW_60/30_DEF,43.4
NEW_CNT_PARENT_MEMBERS,43.0
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,41.6
WEEKDAY_APPR_PROCESS_START_TUESDAY,41.6
AMT_REQ_CREDIT_BUREAU_WEEK,41.2
FLAG_DOCUMENT_16,40.8
NAME_TYPE_SUITE_Unaccompanied,40.2
REGION_RATING_CLIENT,37.4
LIVE_CITY_NOT_WORK_CITY,37.0
FLAG_DOCUMENT_18,37.0
FLOORSMIN_MODE,36.2
REG_CITY_NOT_WORK_CITY,35.6
FLOORSMIN_MEDI,35.4
NAME_HOUSING_TYPE_Office apartment,35.0
NAME_FAMILY_STATUS_Single / not married,35.0
OCCUPATION_TYPE_High skill tech staff,34.8
ORGANIZATION_TYPE_School,34.6
WEEKDAY_APPR_PROCESS_START_SATURDAY,34.4
ELEVATORS_AVG,33.0
DEF_60_CNT_SOCIAL_CIRCLE,32.8
ORGANIZATION_TYPE_Security Ministries,30.2
OCCUPATION_TYPE_Sales staff,30.0
WEEKDAY_APPR_PROCESS_START_SUNDAY,29.4
NAME_INCOME_TYPE_State servant,28.4
NONLIVINGAPARTMENTS_MEDI,28.4
NAME_HOUSING_TYPE_Municipal apartment,27.6
FLOORSMAX_MEDI,26.8
NAME_EDUCATION_TYPE_Lower secondary,26.4
ORGANIZATION_TYPE_Bank,26.4
FLOORSMAX_MODE,26.0
ELEVATORS_MODE,25.8
ORGANIZATION_TYPE_Police,24.6
AMT_REQ_CREDIT_BUREAU_DAY,24.2
WALLSMATERIAL_MODE_Panel,23.6
NONLIVINGAPARTMENTS_MODE,23.0
WEEKDAY_APPR_PROCESS_START_THURSDAY,22.6
NAME_INCOME_TYPE_Commercial associate,20.2
FLAG_DOCUMENT_5,18.8
FLAG_EMAIL,18.2
"NAME_TYPE_SUITE_Spouse, partner",18.0
