feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3355.2
EXT_SOURCE_3,2859.4
EXT_SOURCE_2,2449.6
EXT_SOURCE_1,2363.0
DAYS_BIRTH,1888.6
NEW_CREDIT_TO_GOODS_RATIO,1560.8
DAYS_ID_PUBLISH,1471.6
DAYS_LAST_PHONE_CHANGE,1428.6
DAYS_EMPLOYED,1414.8
AMT_ANNUITY,1367.2
DAYS_REGISTRATION,1265.8
NEW_AGE_DAYS_REGISTRATION,1141.8
REGION_POPULATION_RELATIVE,1006.0
AMT_GOODS_PRICE,1005.0
AMT_CREDIT,848.2
NEW_INC_PER_CHLD,827.2
OWN_CAR_AGE,757.6
AMT_INCOME_TOTAL,732.2
AMT_REQ_CREDIT_BUREAU_YEAR,677.8
LANDAREA_AVG,640.2
BASEMENTAREA_AVG,587.0
YEARS_BEGINEXPLUATATION_AVG,585.8
HOUR_APPR_PROCESS_START,558.2
TOTALAREA_MODE,547.4
NONLIVINGAREA_AVG,537.8
APARTMENTS_AVG,511.6
COMMONAREA_AVG,483.8
LIVINGAREA_AVG,478.8
CODE_GENDER_M,411.8
LIVINGAPARTMENTS_AVG,373.2
NEW_DEF/OBS_30,343.2
YEARS_BUILD_AVG,338.0
ENTRANCES_AVG,279.0
AMT_REQ_CREDIT_BUREAU_QRT,245.6
NEW_DEF/OBS_60,215.6
FLOORSMIN_AVG,214.8
NAME_EDUCATION_TYPE_Higher education,195.0
OBS_30_CNT_SOCIAL_CIRCLE,194.6
NAME_FAMILY_STATUS_Married,193.6
NONLIVINGAPARTMENTS_AVG,190.4
FLAG_WORK_PHONE,185.0
REGION_RATING_CLIENT_W_CITY,183.2
FLOORSMAX_AVG,182.8
OBS_60_CNT_SOCIAL_CIRCLE,163.2
NEW_NUM_DOCS,158.4
FLAG_DOCUMENT_3,157.8
NAME_INCOME_TYPE_Working,135.2
AMT_REQ_CREDIT_BUREAU_MON,135.2
ELEVATORS_AVG,128.0
NAME_EDUCATION_TYPE_Secondary / secondary special,126.0
REG_CITY_NOT_LIVE_CITY,119.4
NEW_60/30_OBS,112.2
ORGANIZATION_TYPE_Self-employed,111.2
NAME_CONTRACT_TYPE_Revolving loans,91.4
CNT_FAM_MEMBERS,88.4
ORGANIZATION_TYPE_Business Entity Type 3,88.2
FLAG_OWN_REALTY_Y,77.8
FLAG_PHONE,75.2
CNT_CHILDREN,73.0
OCCUPATION_TYPE_Laborers,68.2
OCCUPATION_TYPE_Drivers,67.4
WEEKDAY_APPR_PROCESS_START_MONDAY,62.8
NEW_60/30_DEF,60.2
ORGANIZATION_TYPE_Construction,59.6
ORGANIZATION_TYPE_Transport: type 3,56.8
"WALLSMATERIAL_MODE_Stone, brick",56.4
OCCUPATION_TYPE_Core staff,55.4
DEF_30_CNT_SOCIAL_CIRCLE,54.8
WEEKDAY_APPR_PROCESS_START_TUESDAY,52.8
NAME_HOUSING_TYPE_House / apartment,52.2
ORGANIZATION_TYPE_Military,51.8
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,51.8
NEW_CNT_PARENT_MEMBERS,50.8
ORGANIZATION_TYPE_Industry: type 9,47.4
LIVE_CITY_NOT_WORK_CITY,46.6
AMT_REQ_CREDIT_BUREAU_WEEK,46.4
REG_CITY_NOT_WORK_CITY,46.0
REGION_RATING_CLIENT,45.4
NAME_TYPE_SUITE_Unaccompanied,42.6
WEEKDAY_APPR_PROCESS_START_SATURDAY,40.6
NAME_FAMILY_STATUS_Single / not married,40.6
ORGANIZATION_TYPE_School,38.4
WALLSMATERIAL_MODE_Panel,36.4
NAME_HOUSING_TYPE_Office apartment,36.2
