feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3218.0
EXT_SOURCE_3,2768.0
EXT_SOURCE_2,2326.6
EXT_SOURCE_1,2271.0
DAYS_BIRTH,1805.4
NEW_CREDIT_TO_GOODS_RATIO,1501.6
DAYS_LAST_PHONE_CHANGE,1334.8
DAYS_ID_PUBLISH,1330.2
DAYS_EMPLOYED,1321.6
AMT_ANNUITY,1283.6
DAYS_REGISTRATION,1186.8
NEW_AGE_DAYS_REGISTRATION,1086.4
AMT_GOODS_PRICE,957.4
REGION_POPULATION_RELATIVE,919.0
AMT_CREDIT,790.2
NEW_INC_PER_CHLD,754.0
OWN_CAR_AGE,740.2
AMT_INCOME_TOTAL,684.0
AMT_REQ_CREDIT_BUREAU_YEAR,639.2
LANDAREA_AVG,595.0
BASEMENTAREA_AVG,524.8
HOUR_APPR_PROCESS_START,516.6
TOTALAREA_MODE,511.8
CODE_GENDER_M,397.0
NEW_DEF/OBS_30,331.0
NONLIVINGAREA_AVG,314.2
APARTMENTS_AVG,286.6
LIVINGAREA_MEDI,284.2
LIVINGAREA_AVG,276.6
APARTMENTS_MEDI,275.6
NONLIVINGAREA_MEDI,275.4
COMMONAREA_MEDI,268.6
COMMONAREA_AVG,254.2
AMT_REQ_CREDIT_BUREAU_QRT,238.6
YEARS_BUILD_AVG,224.8
YEARS_BUILD_MEDI,204.8
LIVINGAPARTMENTS_AVG,204.4
NEW_DEF/OBS_60,202.4
NAME_EDUCATION_TYPE_Higher education,192.8
NAME_FAMILY_STATUS_Married,187.8
FLAG_WORK_PHONE,184.2
LIVINGAPARTMENTS_MEDI,184.0
ENTRANCES_AVG,179.6
REGION_RATING_CLIENT_W_CITY,179.0
OBS_30_CNT_SOCIAL_CIRCLE,174.6
OBS_60_CNT_SOCIAL_CIRCLE,160.2
NEW_NUM_DOCS,159.4
FLAG_DOCUMENT_3,152.2
NAME_INCOME_TYPE_Working,138.4
FLOORSMAX_AVG,137.0
FLOORSMIN_AVG,134.4
NONLIVINGAPARTMENTS_AVG,129.0
AMT_REQ_CREDIT_BUREAU_MON,125.6
NAME_EDUCATION_TYPE_Secondary / secondary special,123.4
REG_CITY_NOT_LIVE_CITY,115.2
ENTRANCES_MEDI,112.2
ORGANIZATION_TYPE_Self-employed,110.4
NEW_60/30_OBS,105.2
NAME_CONTRACT_TYPE_Revolving loans,87.2
ORGANIZATION_TYPE_Business Entity Type 3,83.0
ELEVATORS_AVG,81.4
CNT_FAM_MEMBERS,81.4
FLAG_OWN_REALTY_Y,75.4
CNT_CHILDREN,70.6
OCCUPATION_TYPE_Drivers,69.8
FLAG_PHONE,69.2
NONLIVINGAPARTMENTS_MEDI,66.4
FLOORSMIN_MEDI,66.2
FLOORSMAX_MEDI,64.6
WEEKDAY_APPR_PROCESS_START_MONDAY,63.2
OCCUPATION_TYPE_Laborers,61.6
ORGANIZATION_TYPE_Construction,59.6
OCCUPATION_TYPE_Core staff,59.0
NAME_HOUSING_TYPE_House / apartment,56.2
ORGANIZATION_TYPE_Transport: type 3,56.0
NEW_60/30_DEF,55.6
"WALLSMATERIAL_MODE_Stone, brick",53.0
ORGANIZATION_TYPE_Military,51.8
REGION_RATING_CLIENT,50.0
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,49.4
WEEKDAY_APPR_PROCESS_START_TUESDAY,49.4
DEF_30_CNT_SOCIAL_CIRCLE,48.8
NEW_CNT_PARENT_MEMBERS,47.8
ORGANIZATION_TYPE_Industry: type 9,45.8
ELEVATORS_MEDI,45.6
NAME_FAMILY_STATUS_Single / not married,43.0
LIVE_CITY_NOT_WORK_CITY,42.8
NAME_TYPE_SUITE_Unaccompanied,41.0
AMT_REQ_CREDIT_BUREAU_WEEK,40.8
WEEKDAY_APPR_PROCESS_START_SATURDAY,40.2
REG_CITY_NOT_WORK_CITY,40.0
NAME_HOUSING_TYPE_Office apartment,36.8
ORGANIZATION_TYPE_School,36.2
WALLSMATERIAL_MODE_Panel,35.6
DEF_60_CNT_SOCIAL_CIRCLE,34.2
OCCUPATION_TYPE_Sales staff,33.6
OCCUPATION_TYPE_High skill tech staff,33.0
WEEKDAY_APPR_PROCESS_START_SUNDAY,31.6
ORGANIZATION_TYPE_Security Ministries,29.2
NAME_INCOME_TYPE_State servant,28.4
ORGANIZATION_TYPE_Bank,28.0
NAME_EDUCATION_TYPE_Lower secondary,27.8
AMT_REQ_CREDIT_BUREAU_DAY,26.8
NAME_HOUSING_TYPE_Municipal apartment,25.8
ORGANIZATION_TYPE_Police,25.4
NAME_INCOME_TYPE_Commercial associate,24.8
"NAME_TYPE_SUITE_Spouse, partner",23.0
