feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3235.8
EXT_SOURCE_3,2711.2
EXT_SOURCE_2,2349.2
EXT_SOURCE_1,2265.0
DAYS_EMPLOYED,2013.4
DAYS_BIRTH,1691.4
NEW_CREDIT_TO_GOODS_RATIO,1493.0
DAYS_ID_PUBLISH,1353.0
DAYS_LAST_PHONE_CHANGE,1324.6
AMT_ANNUITY,1298.6
DAYS_REGISTRATION,1193.8
NEW_AGE_DAYS_REGISTRATION,1077.0
AMT_GOODS_PRICE,958.8
REGION_POPULATION_RELATIVE,944.0
AMT_CREDIT,782.0
NEW_INC_PER_CHLD,754.4
OWN_CAR_AGE,732.0
AMT_INCOME_TOTAL,694.6
AMT_REQ_CREDIT_BUREAU_YEAR,625.0
LANDAREA_AVG,609.0
BASEMENTAREA_AVG,529.8
HOUR_APPR_PROCESS_START,513.0
TOTALAREA_MODE,512.0
CODE_GENDER_M,359.8
NEW_DEF/OBS_30,329.6
NONLIVINGAREA_AVG,318.0
LIVINGAREA_MEDI,291.2
APARTMENTS_AVG,288.8
LIVINGAREA_AVG,285.8
NONLIVINGAREA_MEDI,281.6
COMMONAREA_MEDI,275.6
APARTMENTS_MEDI,274.8
COMMONAREA_AVG,255.0
AMT_REQ_CREDIT_BUREAU_QRT,243.6
YEARS_BUILD_MEDI,214.8
YEARS_BUILD_AVG,209.8
LIVINGAPARTMENTS_AVG,201.8
NEW_DEF/OBS_60,198.8
NAME_EDUCATION_TYPE_Higher education,189.4
OBS_30_CNT_SOCIAL_CIRCLE,184.4
NAME_FAMILY_STATUS_Married,184.2
FLAG_WORK_PHONE,183.8
REGION_RATING_CLIENT_W_CITY,183.0
LIVINGAPARTMENTS_MEDI,181.6
ENTRANCES_AVG,167.4
NEW_NUM_DOCS,165.4
OBS_60_CNT_SOCIAL_CIRCLE,157.6
FLAG_DOCUMENT_3,151.8
FLOORSMIN_AVG,137.8
FLOORSMAX_AVG,134.8
NAME_EDUCATION_TYPE_Secondary / secondary special,129.4
NONLIVINGAPARTMENTS_AVG,126.6
AMT_REQ_CREDIT_BUREAU_MON,125.0
REG_CITY_NOT_LIVE_CITY,118.0
ORGANIZATION_TYPE_Self-employed,106.4
ENTRANCES_MEDI,104.8
NEW_60/30_OBS,99.8
NAME_INCOME_TYPE_Working,88.2
NAME_CONTRACT_TYPE_Revolving loans,87.2
ELEVATORS_AVG,84.8
ORGANIZATION_TYPE_Business Entity Type 3,81.6
CNT_FAM_MEMBERS,79.4
FLAG_OWN_REALTY_Y,79.0
FLOORSMIN_MEDI,73.2
FLAG_PHONE,72.0
CNT_CHILDREN,70.0
FLOORSMAX_MEDI,66.2
NONLIVINGAPARTMENTS_MEDI,63.4
