feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3303.6
EXT_SOURCE_3,2812.4
EXT_SOURCE_2,2400.6
EXT_SOURCE_1,2368.8
DAYS_BIRTH,1879.0
NEW_CREDIT_TO_GOODS_RATIO,1522.4
DAYS_ID_PUBLISH,1443.4
DAYS_EMPLOYED,1387.6
DAYS_LAST_PHONE_CHANGE,1353.2
AMT_ANNUITY,1322.8
DAYS_REGISTRATION,1232.2
NEW_AGE_DAYS_REGISTRATION,1106.0
REGION_POPULATION_RELATIVE,977.6
AMT_GOODS_PRICE,959.6
AMT_CREDIT,800.0
NEW_INC_PER_CHLD,798.4
OWN_CAR_AGE,736.4
AMT_INCOME_TOTAL,727.8
AMT_REQ_CREDIT_BUREAU_YEAR,649.2
LANDAREA_AVG,624.4
HOUR_APPR_PROCESS_START,549.4
TOTALAREA_MODE,536.8
BASEMENTAREA_AVG,528.4
CODE_GENDER_M,414.4
NEW_DEF/OBS_30,338.8
NONLIVINGAREA_AVG,321.8
APARTMENTS_MEDI,300.8
APARTMENTS_AVG,299.6
LIVINGAREA_MEDI,296.4
COMMONAREA_MEDI,281.6
LIVINGAREA_AVG,281.0
NONLIVINGAREA_MEDI,268.2
COMMONAREA_AVG,264.8
AMT_REQ_CREDIT_BUREAU_QRT,238.4
YEARS_BUILD_AVG,236.0
YEARS_BUILD_MEDI,222.8
LIVINGAPARTMENTS_AVG,210.2
NEW_DEF/OBS_60,202.4
NAME_FAMILY_STATUS_Married,196.2
NAME_EDUCATION_TYPE_Higher education,195.8
LIVINGAPARTMENTS_MEDI,191.6
REGION_RATING_CLIENT_W_CITY,184.4
FLAG_WORK_PHONE,184.0
ENTRANCES_AVG,179.4
OBS_30_CNT_SOCIAL_CIRCLE,179.0
OBS_60_CNT_SOCIAL_CIRCLE,171.6
NEW_NUM_DOCS,161.2
FLAG_DOCUMENT_3,151.8
FLOORSMIN_AVG,143.0
FLOORSMAX_AVG,139.8
NONLIVINGAPARTMENTS_AVG,131.4
NAME_EDUCATION_TYPE_Secondary / secondary special,128.8
AMT_REQ_CREDIT_BUREAU_MON,125.8
ORGANIZATION_TYPE_Self-employed,114.8
REG_CITY_NOT_LIVE_CITY,113.6
NEW_60/30_OBS,109.2
ENTRANCES_MEDI,104.0
NAME_CONTRACT_TYPE_Revolving loans,93.4
ORGANIZATION_TYPE_Business Entity Type 3,88.0
CNT_FAM_MEMBERS,87.0
ELEVATORS_AVG,83.6
CNT_CHILDREN,76.2
FLAG_PHONE,75.0
OCCUPATION_TYPE_Laborers,72.0
NONLIVINGAPARTMENTS_MEDI,70.6
FLAG_OWN_REALTY_Y,70.4
OCCUPATION_TYPE_Drivers,69.6
WEEKDAY_APPR_PROCESS_START_MONDAY,66.8
FLOORSMIN_MEDI,66.4
OCCUPATION_TYPE_Core staff,61.4
ORGANIZATION_TYPE_Construction,61.4
FLOORSMAX_MEDI,60.2
ORGANIZATION_TYPE_Military,57.6
ORGANIZATION_TYPE_Transport: type 3,57.0
REGION_RATING_CLIENT,55.0
WEEKDAY_APPR_PROCESS_START_TUESDAY,54.0
"WALLSMATERIAL_MODE_Stone, brick",52.2
NEW_60/30_DEF,52.2
NAME_HOUSING_TYPE_House / apartment,50.0
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,49.8
