feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3363.8
EXT_SOURCE_3,2935.2
EXT_SOURCE_2,2443.0
EXT_SOURCE_1,2354.4
DAYS_BIRTH,1900.0
NEW_CREDIT_TO_GOODS_RATIO,1554.0
DAYS_ID_PUBLISH,1476.2
DAYS_LAST_PHONE_CHANGE,1426.8
DAYS_EMPLOYED,1398.2
AMT_ANNUITY,1359.8
DAYS_REGISTRATION,1315.8
NEW_AGE_DAYS_REGISTRATION,1165.4
REGION_POPULATION_RELATIVE,1019.4
AMT_GOODS_PRICE,969.8
AMT_CREDIT,843.8
NEW_INC_PER_CHLD,817.0
OWN_CAR_AGE,755.6
AMT_INCOME_TOTAL,730.8
AMT_REQ_CREDIT_BUREAU_YEAR,674.8
LANDAREA_AVG,647.0
BASEMENTAREA_AVG,602.4
YEARS_BEGINEXPLUATATION_AVG,565.8
HOUR_APPR_PROCESS_START,559.6
TOTALAREA_MODE,523.0
CODE_GENDER_M,404.6
NEW_DEF/OBS_30,337.6
NONLIVINGAREA_AVG,337.0
APARTMENTS_AVG,308.8
APARTMENTS_MEDI,301.6
LIVINGAREA_MEDI,301.0
NONLIVINGAREA_MEDI,300.0
COMMONAREA_MEDI,295.4
LIVINGAREA_AVG,285.6
COMMONAREA_AVG,274.0
AMT_REQ_CREDIT_BUREAU_QRT,242.0
LIVINGAPARTMENTS_AVG,222.0
NEW_DEF/OBS_60,207.6
YEARS_BUILD_AVG,204.6
OBS_30_CNT_SOCIAL_CIRCLE,202.8
LIVINGAPARTMENTS_MEDI,202.0
NAME_EDUCATION_TYPE_Higher education,196.6
FLAG_WORK_PHONE,194.8
ENTRANCES_AVG,190.4
REGION_RATING_CLIENT_W_CITY,188.6
NAME_FAMILY_STATUS_Married,188.2
YEARS_BUILD_MEDI,176.6
OBS_60_CNT_SOCIAL_CIRCLE,165.0
NEW_NUM_DOCS,157.6
FLOORSMIN_AVG,154.2
FLAG_DOCUMENT_3,148.4
NAME_INCOME_TYPE_Working,136.8
NONLIVINGAPARTMENTS_AVG,136.0
FLOORSMAX_AVG,133.4
AMT_REQ_CREDIT_BUREAU_MON,130.8
NAME_EDUCATION_TYPE_Secondary / secondary special,130.6
REG_CITY_NOT_LIVE_CITY,122.0
ENTRANCES_MEDI,111.4
ORGANIZATION_TYPE_Self-employed,110.8
NEW_60/30_OBS,107.4
ORGANIZATION_TYPE_Business Entity Type 3,91.4
NAME_CONTRACT_TYPE_Revolving loans,91.0
ELEVATORS_AVG,87.2
CNT_FAM_MEMBERS,85.2
FLAG_OWN_REALTY_Y,80.6
FLOORSMIN_MEDI,77.0
FLAG_PHONE,77.0
CNT_CHILDREN,74.6
NONLIVINGAPARTMENTS_MEDI,73.8
OCCUPATION_TYPE_Drivers,70.8
WEEKDAY_APPR_PROCESS_START_MONDAY,66.6
OCCUPATION_TYPE_Laborers,62.2
ORGANIZATION_TYPE_Construction,61.2
OCCUPATION_TYPE_Core staff,59.2
FLOORSMAX_MEDI,58.6
ORGANIZATION_TYPE_Transport: type 3,58.0
NEW_60/30_DEF,56.8
ELEVATORS_MEDI,53.4
ORGANIZATION_TYPE_Military,52.8
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,51.2
"WALLSMATERIAL_MODE_Stone, brick",51.0
DEF_30_CNT_SOCIAL_CIRCLE,51.0
REGION_RATING_CLIENT,50.8
WEEKDAY_APPR_PROCESS_START_TUESDAY,50.8
NEW_CNT_PARENT_MEMBERS,48.8
NAME_HOUSING_TYPE_House / apartment,48.2
NAME_TYPE_SUITE_Unaccompanied,48.0
ORGANIZATION_TYPE_Industry: type 9,46.6
NAME_FAMILY_STATUS_Single / not married,44.2
REG_CITY_NOT_WORK_CITY,44.0
LIVE_CITY_NOT_WORK_CITY,43.4
AMT_REQ_CREDIT_BUREAU_WEEK,41.6
ORGANIZATION_TYPE_School,37.8
WEEKDAY_APPR_PROCESS_START_SATURDAY,37.0
NAME_HOUSING_TYPE_Office apartment,36.6
OCCUPATION_TYPE_Sales staff,36.2
OCCUPATION_TYPE_High skill tech staff,35.8
DEF_60_CNT_SOCIAL_CIRCLE,34.8
WEEKDAY_APPR_PROCESS_START_SUNDAY,33.6
NAME_HOUSING_TYPE_Municipal apartment,33.2
WALLSMATERIAL_MODE_Panel,31.2
ORGANIZATION_TYPE_Security Ministries,29.4
NAME_INCOME_TYPE_State servant,29.0
ORGANIZATION_TYPE_Bank,28.8
NAME_EDUCATION_TYPE_Lower secondary,28.8
ORGANIZATION_TYPE_Police,27.0
AMT_REQ_CREDIT_BUREAU_DAY,25.8
WEEKDAY_APPR_PROCESS_START_THURSDAY,25.4
"NAME_TYPE_SUITE_Spouse, partner",23.8
NAME_INCOME_TYPE_Commercial associate,23.8
NAME_HOUSING_TYPE_With parents,22.0
FLAG_EMAIL,21.0
FLAG_DOCUMENT_8,20.8
NAME_TYPE_SUITE_Family,20.6
ORGANIZATION_TYPE_Kindergarten,20.0
NAME_FAMILY_STATUS_Widow,19.8
FONDKAPREMONT_MODE_reg oper spec account,19.4
OCCUPATION_TYPE_Private service staff,18.6
OCCUPATION_TYPE_Medicine staff,18.2
NAME_FAMILY_STATUS_Separated,18.0
WALLSMATERIAL_MODE_Others,17.8
REG_REGION_NOT_WORK_REGION,17.4
ORGANIZATION_TYPE_Hotel,16.0
NAME_EDUCATION_TYPE_Incomplete higher,15.4
FONDKAPREMONT_MODE_org spec account,15.2
LIVE_REGION_NOT_WORK_REGION,15.2
ORGANIZATION_TYPE_Trade: type 3,14.8
ORGANIZATION_TYPE_Medicine,14.6
OCCUPATION_TYPE_Low-skill Laborers,14.2
FLAG_DOCUMENT_6,13.6
ORGANIZATION_TYPE_Government,13.4
ORGANIZATION_TYPE_Trade: type 7,13.2
FLAG_OWN_CAR_Y,13.0
FONDKAPREMONT_MODE_reg oper account,12.8
NAME_TYPE_SUITE_Other_B,12.6
OCCUPATION_TYPE_Security staff,12.4
OCCUPATION_TYPE_Managers,12.4
FLAG_DOCUMENT_5,12.4
REG_REGION_NOT_LIVE_REGION,12.2
OCCUPATION_TYPE_Cleaning staff,10.8
NAME_HOUSING_TYPE_Rented apartment,10.2
ORGANIZATION_TYPE_Trade: type 2,9.8
HOUSETYPE_MODE_specific housing,9.8
ORGANIZATION_TYPE_Industry: type 3,9.6
AMT_REQ_CREDIT_BUREAU_HOUR,9.0
FLAG_DOCUMENT_11,9.0
ORGANIZATION_TYPE_Business Entity Type 1,8.8
ORGANIZATION_TYPE_University,8.6
ORGANIZATION_TYPE_Transport: type 4,8.0
NAME_INCOME_TYPE_Pensioner,7.8
ORGANIZATION_TYPE_Restaurant,6.8
OCCUPATION_TYPE_Secretaries,6.6
OCCUPATION_TYPE_Cooking staff,6.6
ORGANIZATION_TYPE_Postal,6.2
ORGANIZATION_TYPE_Other,6.2
OCCUPATION_TYPE_Waiters/barmen staff,5.4
ORGANIZATION_TYPE_Business Entity Type 2,5.4
WALLSMATERIAL_MODE_Mixed,3.8
ORGANIZATION_TYPE_Industry: type 1,3.2
EMERGENCYSTATE_MODE_Yes,3.0
FLAG_DOCUMENT_18,3.0
WALLSMATERIAL_MODE_Monolithic,3.0
ORGANIZATION_TYPE_Services,3.0
NAME_TYPE_SUITE_Other_A,2.8
ORGANIZATION_TYPE_Housing,2.6
ORGANIZATION_TYPE_Electricity,2.2
ORGANIZATION_TYPE_Security,2.0
ORGANIZATION_TYPE_Industry: type 7,2.0
ORGANIZATION_TYPE_Industry: type 4,1.8
FLAG_DOCUMENT_9,1.4
WALLSMATERIAL_MODE_Wooden,1.0
ORGANIZATION_TYPE_Agriculture,0.6
FLAG_EMP_PHONE,0.6
ORGANIZATION_TYPE_Transport: type 2,0.4
ORGANIZATION_TYPE_Industry: type 11,0.2
HOUSETYPE_MODE_terraced house,0.2
NAME_INCOME_TYPE_Maternity leave,0.0
FLAG_DOCUMENT_4,0.0
NAME_INCOME_TYPE_Student,0.0
NAME_FAMILY_STATUS_Unknown,0.0
FLAG_CONT_MOBILE,0.0
NAME_TYPE_SUITE_Group of people,0.0
NAME_INCOME_TYPE_Unemployed,0.0
CODE_GENDER_XNA,0.0
OCCUPATION_TYPE_HR staff,0.0
OCCUPATION_TYPE_IT staff,0.0
OCCUPATION_TYPE_Realty agents,0.0
FLAG_DOCUMENT_7,0.0
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_XNA,0.0
ORGANIZATION_TYPE_Cleaning,0.0
ORGANIZATION_TYPE_Legal Services,0.0
ORGANIZATION_TYPE_Industry: type 6,0.0
ORGANIZATION_TYPE_Mobile,0.0
ORGANIZATION_TYPE_Industry: type 5,0.0
ORGANIZATION_TYPE_Industry: type 2,0.0
ORGANIZATION_TYPE_Realtor,0.0
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Industry: type 13,0.0
ORGANIZATION_TYPE_Industry: type 12,0.0
ORGANIZATION_TYPE_Industry: type 10,0.0
ORGANIZATION_TYPE_Telecom,0.0
ORGANIZATION_TYPE_Trade: type 1,0.0
ORGANIZATION_TYPE_Trade: type 4,0.0
ORGANIZATION_TYPE_Trade: type 5,0.0
ORGANIZATION_TYPE_Trade: type 6,0.0
ORGANIZATION_TYPE_Emergency,0.0
ORGANIZATION_TYPE_Transport: type 1,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
ORGANIZATION_TYPE_Culture,0.0
FLAG_MOBIL,0.0
