feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3363.4
EXT_SOURCE_3,2864.2
EXT_SOURCE_2,2438.8
EXT_SOURCE_1,2342.2
DAYS_BIRTH,1900.2
NEW_CREDIT_TO_GOODS_RATIO,1539.6
DAYS_EMPLOYED,1420.8
DAYS_ID_PUBLISH,1419.6
DAYS_LAST_PHONE_CHANGE,1391.0
AMT_ANNUITY,1370.6
DAYS_REGISTRATION,1276.6
NEW_AGE_DAYS_REGISTRATION,1122.6
REGION_POPULATION_RELATIVE,1002.6
AMT_GOODS_PRICE,997.6
AMT_CREDIT,836.0
NEW_INC_PER_CHLD,833.6
OWN_CAR_AGE,744.0
AMT_INCOME_TOTAL,726.8
AMT_REQ_CREDIT_BUREAU_YEAR,664.8
LANDAREA_AVG,647.6
BASEMENTAREA_AVG,591.4
HOUR_APPR_PROCESS_START,553.0
TOTALAREA_MODE,545.8
COMMONAREA_MEDI,497.4
CODE_GENDER_M,400.6
NEW_DEF/OBS_30,337.4
NONLIVINGAREA_AVG,332.0
NONLIVINGAREA_MEDI,302.4
APARTMENTS_MEDI,302.4
LIVINGAREA_MEDI,302.0
APARTMENTS_AVG,298.4
LIVINGAREA_AVG,288.4
AMT_REQ_CREDIT_BUREAU_QRT,249.4
YEARS_BUILD_AVG,245.6
YEARS_BUILD_MEDI,237.6
NEW_DEF/OBS_60,221.4
LIVINGAPARTMENTS_AVG,221.2
LIVINGAPARTMENTS_MEDI,204.8
ENTRANCES_AVG,197.8
NAME_EDUCATION_TYPE_Higher education,196.6
NAME_FAMILY_STATUS_Married,190.6
FLAG_WORK_PHONE,188.8
OBS_30_CNT_SOCIAL_CIRCLE,185.0
REGION_RATING_CLIENT_W_CITY,181.8
OBS_60_CNT_SOCIAL_CIRCLE,175.2
FLAG_DOCUMENT_3,159.0
NEW_NUM_DOCS,156.4
FLOORSMIN_AVG,150.4
FLOORSMAX_AVG,142.0
NAME_INCOME_TYPE_Working,140.2
NONLIVINGAPARTMENTS_AVG,135.8
AMT_REQ_CREDIT_BUREAU_MON,134.0
NAME_EDUCATION_TYPE_Secondary / secondary special,125.0
REG_CITY_NOT_LIVE_CITY,121.0
ENTRANCES_MEDI,113.2
ORGANIZATION_TYPE_Self-employed,111.4
NEW_60/30_OBS,105.6
NAME_CONTRACT_TYPE_Revolving loans,95.6
ELEVATORS_AVG,94.6
ORGANIZATION_TYPE_Business Entity Type 3,91.6
CNT_FAM_MEMBERS,89.6
FLAG_OWN_REALTY_Y,79.2
FLOORSMIN_MEDI,78.4
NONLIVINGAPARTMENTS_MEDI,74.2
FLAG_PHONE,70.0
OCCUPATION_TYPE_Drivers,68.0
WEEKDAY_APPR_PROCESS_START_MONDAY,67.6
OCCUPATION_TYPE_Laborers,66.2
CNT_CHILDREN,64.4
FLOORSMAX_MEDI,61.8
ORGANIZATION_TYPE_Construction,61.4
NEW_60/30_DEF,59.6
OCCUPATION_TYPE_Core staff,58.0
ORGANIZATION_TYPE_Transport: type 3,56.8
"WALLSMATERIAL_MODE_Stone, brick",54.6
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,52.8
WEEKDAY_APPR_PROCESS_START_TUESDAY,52.4
REGION_RATING_CLIENT,52.2
ELEVATORS_MEDI,51.2
DEF_30_CNT_SOCIAL_CIRCLE,50.8
ORGANIZATION_TYPE_Military,50.6
NAME_HOUSING_TYPE_House / apartment,49.0
ORGANIZATION_TYPE_Industry: type 9,47.0
NEW_CNT_PARENT_MEMBERS,46.8
NAME_TYPE_SUITE_Unaccompanied,46.0
AMT_REQ_CREDIT_BUREAU_WEEK,43.4
LIVE_CITY_NOT_WORK_CITY,41.8
REG_CITY_NOT_WORK_CITY,41.4
NAME_FAMILY_STATUS_Single / not married,40.8
WEEKDAY_APPR_PROCESS_START_SATURDAY,40.4
ORGANIZATION_TYPE_School,39.0
WALLSMATERIAL_MODE_Panel,38.2
NAME_HOUSING_TYPE_Office apartment,36.0
OCCUPATION_TYPE_High skill tech staff,35.2
DEF_60_CNT_SOCIAL_CIRCLE,34.4
WEEKDAY_APPR_PROCESS_START_SUNDAY,34.0
OCCUPATION_TYPE_Sales staff,33.4
NAME_HOUSING_TYPE_Municipal apartment,30.6
AMT_REQ_CREDIT_BUREAU_DAY,29.4
NAME_INCOME_TYPE_State servant,29.2
ORGANIZATION_TYPE_Security Ministries,28.8
ORGANIZATION_TYPE_Bank,28.6
NAME_EDUCATION_TYPE_Lower secondary,28.6
WEEKDAY_APPR_PROCESS_START_THURSDAY,27.8
ORGANIZATION_TYPE_Police,26.4
NAME_INCOME_TYPE_Commercial associate,24.2
"NAME_TYPE_SUITE_Spouse, partner",23.0
REG_REGION_NOT_WORK_REGION,21.0
FLAG_DOCUMENT_8,20.6
NAME_HOUSING_TYPE_With parents,19.8
FONDKAPREMONT_MODE_reg oper spec account,19.2
NAME_FAMILY_STATUS_Widow,18.6
ORGANIZATION_TYPE_Kindergarten,18.4
OCCUPATION_TYPE_Medicine staff,18.4
NAME_TYPE_SUITE_Family,17.6
OCCUPATION_TYPE_Private service staff,17.4
WALLSMATERIAL_MODE_Others,16.8
NAME_FAMILY_STATUS_Separated,16.8
FLAG_EMAIL,16.6
ORGANIZATION_TYPE_Hotel,16.2
FLAG_OWN_CAR_Y,15.8
FONDKAPREMONT_MODE_org spec account,15.6
ORGANIZATION_TYPE_Medicine,15.4
OCCUPATION_TYPE_Low-skill Laborers,14.6
LIVE_REGION_NOT_WORK_REGION,14.4
ORGANIZATION_TYPE_Government,14.4
ORGANIZATION_TYPE_Trade: type 3,14.0
NAME_EDUCATION_TYPE_Incomplete higher,14.0
OCCUPATION_TYPE_Security staff,13.8
FLAG_DOCUMENT_5,13.8
ORGANIZATION_TYPE_Trade: type 7,12.2
NAME_TYPE_SUITE_Other_B,12.0
HOUSETYPE_MODE_specific housing,11.4
FONDKAPREMONT_MODE_reg oper account,11.4
OCCUPATION_TYPE_Cleaning staff,11.2
FLAG_DOCUMENT_6,11.2
OCCUPATION_TYPE_Managers,11.0
NAME_HOUSING_TYPE_Rented apartment,10.8
NAME_INCOME_TYPE_Pensioner,10.8
ORGANIZATION_TYPE_Business Entity Type 1,10.6
REG_REGION_NOT_LIVE_REGION,10.4
ORGANIZATION_TYPE_Industry: type 3,9.6
ORGANIZATION_TYPE_Trade: type 2,9.2
ORGANIZATION_TYPE_Other,8.8
FLAG_DOCUMENT_11,7.8
ORGANIZATION_TYPE_University,7.8
AMT_REQ_CREDIT_BUREAU_HOUR,7.0
OCCUPATION_TYPE_Cooking staff,7.0
OCCUPATION_TYPE_Secretaries,6.8
ORGANIZATION_TYPE_Transport: type 4,6.6
ORGANIZATION_TYPE_Restaurant,6.0
ORGANIZATION_TYPE_Postal,6.0
WALLSMATERIAL_MODE_Monolithic,5.2
OCCUPATION_TYPE_Waiters/barmen staff,5.2
ORGANIZATION_TYPE_Business Entity Type 2,4.8
FLAG_DOCUMENT_18,3.8
ORGANIZATION_TYPE_Industry: type 1,3.6
ORGANIZATION_TYPE_Services,3.4
NAME_TYPE_SUITE_Other_A,3.2
EMERGENCYSTATE_MODE_Yes,3.0
ORGANIZATION_TYPE_Security,2.6
WALLSMATERIAL_MODE_Mixed,2.6
ORGANIZATION_TYPE_Housing,2.2
ORGANIZATION_TYPE_Industry: type 4,2.2
ORGANIZATION_TYPE_Electricity,2.0
FLAG_EMP_PHONE,1.8
ORGANIZATION_TYPE_Industry: type 7,1.6
FLAG_DOCUMENT_9,1.2
WALLSMATERIAL_MODE_Wooden,0.8
HOUSETYPE_MODE_terraced house,0.6
ORGANIZATION_TYPE_Agriculture,0.6
ORGANIZATION_TYPE_Transport: type 2,0.2
ORGANIZATION_TYPE_Industry: type 11,0.2
ORGANIZATION_TYPE_XNA,0.2
OCCUPATION_TYPE_Realty agents,0.0
FLAG_MOBIL,0.0
NAME_TYPE_SUITE_Group of people,0.0
ORGANIZATION_TYPE_Cleaning,0.0
ORGANIZATION_TYPE_Culture,0.0
FLAG_DOCUMENT_7,0.0
ORGANIZATION_TYPE_Emergency,0.0
CODE_GENDER_XNA,0.0
OCCUPATION_TYPE_IT staff,0.0
FLAG_DOCUMENT_4,0.0
FLAG_CONT_MOBILE,0.0
ORGANIZATION_TYPE_Legal Services,0.0
ORGANIZATION_TYPE_Industry: type 10,0.0
NAME_INCOME_TYPE_Student,0.0
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_Mobile,0.0
NAME_INCOME_TYPE_Unemployed,0.0
OCCUPATION_TYPE_HR staff,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
ORGANIZATION_TYPE_Realtor,0.0
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Industry: type 6,0.0
NAME_FAMILY_STATUS_Unknown,0.0
ORGANIZATION_TYPE_Industry: type 5,0.0
ORGANIZATION_TYPE_Telecom,0.0
ORGANIZATION_TYPE_Trade: type 1,0.0
ORGANIZATION_TYPE_Industry: type 2,0.0
ORGANIZATION_TYPE_Trade: type 4,0.0
ORGANIZATION_TYPE_Trade: type 5,0.0
ORGANIZATION_TYPE_Trade: type 6,0.0
ORGANIZATION_TYPE_Industry: type 13,0.0
ORGANIZATION_TYPE_Transport: type 1,0.0
ORGANIZATION_TYPE_Industry: type 12,0.0
NAME_INCOME_TYPE_Maternity leave,0.0
