feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3237.6
EXT_SOURCE_3,2708.8
EXT_SOURCE_2,2319.0
EXT_SOURCE_1,2270.6
DAYS_BIRTH,1824.4
NEW_CREDIT_TO_GOODS_RATIO,1473.4
DAYS_ID_PUBLISH,1360.0
DAYS_LAST_PHONE_CHANGE,1307.8
DAYS_EMPLOYED,1302.0
AMT_ANNUITY,1286.8
DAYS_REGISTRATION,1211.8
NEW_AGE_DAYS_REGISTRATION,1066.4
AMT_GOODS_PRICE,947.6
REGION_POPULATION_RELATIVE,932.2
AMT_CREDIT,799.0
NEW_INC_PER_CHLD,774.4
OWN_CAR_AGE,725.4
AMT_INCOME_TOTAL,715.2
AMT_REQ_CREDIT_BUREAU_YEAR,619.0
LANDAREA_AVG,599.8
YEARS_BEGINEXPLUATATION_AVG,539.8
BASEMENTAREA_AVG,535.6
HOUR_APPR_PROCESS_START,525.4
TOTALAREA_MODE,477.8
NONLIVINGAREA_AVG,474.2
CODE_GENDER_M,399.8
NEW_DEF/OBS_30,328.4
APARTMENTS_AVG,286.4
LIVINGAREA_MEDI,278.2
APARTMENTS_MEDI,277.4
COMMONAREA_MEDI,277.0
LIVINGAREA_AVG,262.0
COMMONAREA_AVG,246.6
AMT_REQ_CREDIT_BUREAU_QRT,236.6
LIVINGAPARTMENTS_AVG,207.6
NEW_DEF/OBS_60,205.0
NAME_EDUCATION_TYPE_Higher education,189.0
FLAG_WORK_PHONE,187.6
LIVINGAPARTMENTS_MEDI,186.4
NAME_FAMILY_STATUS_Married,183.8
REGION_RATING_CLIENT_W_CITY,183.6
OBS_30_CNT_SOCIAL_CIRCLE,176.2
YEARS_BUILD_AVG,174.8
ENTRANCES_AVG,170.6
YEARS_BUILD_MEDI,166.6
NEW_NUM_DOCS,160.4
OBS_60_CNT_SOCIAL_CIRCLE,155.4
FLAG_DOCUMENT_3,152.6
NAME_INCOME_TYPE_Working,137.0
NONLIVINGAPARTMENTS_AVG,134.8
FLOORSMIN_AVG,125.4
FLOORSMAX_AVG,122.8
NAME_EDUCATION_TYPE_Secondary / secondary special,121.2
REG_CITY_NOT_LIVE_CITY,117.2
AMT_REQ_CREDIT_BUREAU_MON,115.2
ORGANIZATION_TYPE_Self-employed,114.6
ENTRANCES_MEDI,112.4
NEW_60/30_OBS,100.0
NAME_CONTRACT_TYPE_Revolving loans,90.6
ORGANIZATION_TYPE_Business Entity Type 3,88.0
CNT_FAM_MEMBERS,80.8
ELEVATORS_AVG,78.6
FLAG_OWN_REALTY_Y,77.6
FLAG_PHONE,72.4
FLOORSMIN_MEDI,72.2
