feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3058.2
EXT_SOURCE_3,2508.0
EXT_SOURCE_1,2153.4
EXT_SOURCE_2,2150.2
DAYS_BIRTH,1689.8
NEW_CREDIT_TO_GOODS_RATIO,1379.6
DAYS_ID_PUBLISH,1205.8
DAYS_EMPLOYED,1203.2
AMT_ANNUITY,1153.4
DAYS_LAST_PHONE_CHANGE,1144.4
DAYS_REGISTRATION,1036.0
NEW_AGE_DAYS_REGISTRATION,942.8
AMT_GOODS_PRICE,862.0
REGION_POPULATION_RELATIVE,801.6
AMT_CREDIT,704.0
OWN_CAR_AGE,685.8
NEW_INC_PER_CHLD,667.8
AMT_INCOME_TOTAL,602.2
AMT_REQ_CREDIT_BUREAU_YEAR,563.0
LANDAREA_AVG,502.4
YEARS_BEGINEXPLUATATION_AVG,476.6
BASEMENTAREA_AVG,455.2
HOUR_APPR_PROCESS_START,447.0
TOTALAREA_MODE,418.4
CODE_GENDER_M,391.2
APARTMENTS_MEDI,382.0
NEW_DEF/OBS_30,291.2
NONLIVINGAREA_AVG,263.0
LIVINGAREA_AVG,251.2
COMMONAREA_MEDI,237.0
NONLIVINGAREA_MEDI,234.8
LIVINGAREA_MEDI,234.6
AMT_REQ_CREDIT_BUREAU_QRT,223.8
COMMONAREA_AVG,211.2
NAME_EDUCATION_TYPE_Higher education,189.4
LIVINGAPARTMENTS_AVG,184.4
FLAG_WORK_PHONE,177.2
NEW_DEF/OBS_60,177.0
REGION_RATING_CLIENT_W_CITY,175.6
NAME_FAMILY_STATUS_Married,171.6
LIVINGAPARTMENTS_MEDI,162.6
OBS_30_CNT_SOCIAL_CIRCLE,159.6
YEARS_BUILD_AVG,151.2
NEW_NUM_DOCS,149.4
ENTRANCES_AVG,149.4
FLAG_DOCUMENT_3,146.2
YEARS_BUILD_MEDI,144.2
OBS_60_CNT_SOCIAL_CIRCLE,142.2
NAME_INCOME_TYPE_Working,126.4
NAME_EDUCATION_TYPE_Secondary / secondary special,117.0
REG_CITY_NOT_LIVE_CITY,114.2
FLOORSMAX_AVG,110.4
AMT_REQ_CREDIT_BUREAU_MON,108.0
FLOORSMIN_AVG,107.6
NONLIVINGAPARTMENTS_AVG,106.0
ORGANIZATION_TYPE_Self-employed,102.6
NAME_CONTRACT_TYPE_Revolving loans,90.6
ENTRANCES_MEDI,90.0
NEW_60/30_OBS,86.6
ORGANIZATION_TYPE_Business Entity Type 3,80.4
ELEVATORS_AVG,73.4
CNT_FAM_MEMBERS,71.8
FLAG_OWN_REALTY_Y,63.6
FLOORSMIN_MEDI,63.0
FLAG_PHONE,62.0
OCCUPATION_TYPE_Drivers,61.8
CNT_CHILDREN,61.0
NONLIVINGAPARTMENTS_MEDI,59.2
ORGANIZATION_TYPE_Construction,58.6
OCCUPATION_TYPE_Laborers,55.6
NEW_60/30_DEF,55.2
WEEKDAY_APPR_PROCESS_START_MONDAY,54.8
ORGANIZATION_TYPE_Transport: type 3,54.6
DEF_30_CNT_SOCIAL_CIRCLE,53.0
OCCUPATION_TYPE_Core staff,52.6
ORGANIZATION_TYPE_Military,50.4
NAME_HOUSING_TYPE_House / apartment,47.6
"WALLSMATERIAL_MODE_Stone, brick",47.0
ORGANIZATION_TYPE_Industry: type 9,44.6
REGION_RATING_CLIENT,44.4
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,44.2
FLOORSMAX_MEDI,44.0
WEEKDAY_APPR_PROCESS_START_TUESDAY,43.8
NEW_CNT_PARENT_MEMBERS,43.8
NAME_TYPE_SUITE_Unaccompanied,41.6
LIVE_CITY_NOT_WORK_CITY,39.0
NAME_FAMILY_STATUS_Single / not married,38.0
AMT_REQ_CREDIT_BUREAU_WEEK,38.0
ELEVATORS_MEDI,37.6
WEEKDAY_APPR_PROCESS_START_SATURDAY,37.2
ORGANIZATION_TYPE_School,35.4
REG_CITY_NOT_WORK_CITY,34.8
NAME_HOUSING_TYPE_Office apartment,33.4
OCCUPATION_TYPE_High skill tech staff,32.2
DEF_60_CNT_SOCIAL_CIRCLE,31.8
OCCUPATION_TYPE_Sales staff,31.6
WALLSMATERIAL_MODE_Panel,31.0
WEEKDAY_APPR_PROCESS_START_SUNDAY,30.6
NAME_HOUSING_TYPE_Municipal apartment,27.8
ORGANIZATION_TYPE_Bank,26.8
NAME_EDUCATION_TYPE_Lower secondary,26.6
ORGANIZATION_TYPE_Security Ministries,26.4
NAME_INCOME_TYPE_State servant,26.4
AMT_REQ_CREDIT_BUREAU_DAY,24.0
ORGANIZATION_TYPE_Police,24.0
WEEKDAY_APPR_PROCESS_START_THURSDAY,23.2
NAME_INCOME_TYPE_Commercial associate,21.2
"NAME_TYPE_SUITE_Spouse, partner",19.8
ORGANIZATION_TYPE_Kindergarten,17.6
NAME_HOUSING_TYPE_With parents,17.2
REG_REGION_NOT_WORK_REGION,17.2
FONDKAPREMONT_MODE_reg oper spec account,16.4
NAME_FAMILY_STATUS_Widow,15.8
OCCUPATION_TYPE_Private service staff,15.8
FLAG_DOCUMENT_8,15.8
NAME_FAMILY_STATUS_Separated,15.6
OCCUPATION_TYPE_Medicine staff,15.4
WALLSMATERIAL_MODE_Others,14.2
ORGANIZATION_TYPE_Hotel,14.2
NAME_EDUCATION_TYPE_Incomplete higher,13.8
FLAG_EMAIL,13.8
FONDKAPREMONT_MODE_org spec account,13.4
OCCUPATION_TYPE_Low-skill Laborers,13.4
ORGANIZATION_TYPE_Medicine,12.6
ORGANIZATION_TYPE_Trade: type 3,12.6
LIVE_REGION_NOT_WORK_REGION,12.2
NAME_TYPE_SUITE_Family,11.6
OCCUPATION_TYPE_Security staff,11.2
NAME_HOUSING_TYPE_Rented apartment,10.6
FLAG_OWN_CAR_Y,10.0
FLAG_DOCUMENT_5,9.8
REG_REGION_NOT_LIVE_REGION,9.8
NAME_TYPE_SUITE_Other_B,9.8
OCCUPATION_TYPE_Managers,9.6
FONDKAPREMONT_MODE_reg oper account,9.4
ORGANIZATION_TYPE_Trade: type 7,9.2
ORGANIZATION_TYPE_Government,9.2
FLAG_DOCUMENT_6,9.0
HOUSETYPE_MODE_specific housing,9.0
OCCUPATION_TYPE_Cleaning staff,9.0
NAME_INCOME_TYPE_Pensioner,9.0
AMT_REQ_CREDIT_BUREAU_HOUR,8.2
ORGANIZATION_TYPE_Business Entity Type 1,7.8
ORGANIZATION_TYPE_Industry: type 3,7.4
ORGANIZATION_TYPE_Trade: type 2,7.2
ORGANIZATION_TYPE_University,7.0
ORGANIZATION_TYPE_Transport: type 4,7.0
FLAG_DOCUMENT_11,6.0
ORGANIZATION_TYPE_Restaurant,5.8
ORGANIZATION_TYPE_Postal,5.6
OCCUPATION_TYPE_Cooking staff,5.0
OCCUPATION_TYPE_Waiters/barmen staff,4.6
ORGANIZATION_TYPE_Other,4.6
OCCUPATION_TYPE_Secretaries,4.2
ORGANIZATION_TYPE_Business Entity Type 2,4.0
FLAG_DOCUMENT_18,3.8
WALLSMATERIAL_MODE_Monolithic,3.2
ORGANIZATION_TYPE_Industry: type 1,2.8
WALLSMATERIAL_MODE_Mixed,2.6
ORGANIZATION_TYPE_Services,2.2
ORGANIZATION_TYPE_Housing,2.0
NAME_TYPE_SUITE_Other_A,1.8
EMERGENCYSTATE_MODE_Yes,1.4
FLAG_EMP_PHONE,1.4
ORGANIZATION_TYPE_Industry: type 4,1.4
ORGANIZATION_TYPE_Electricity,1.2
ORGANIZATION_TYPE_Industry: type 7,1.2
ORGANIZATION_TYPE_Security,1.0
ORGANIZATION_TYPE_Agriculture,0.6
WALLSMATERIAL_MODE_Wooden,0.4
ORGANIZATION_TYPE_Transport: type 2,0.2
FLAG_DOCUMENT_9,0.2
ORGANIZATION_TYPE_Culture,0.0
NAME_INCOME_TYPE_Maternity leave,0.0
