feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3250.6
EXT_SOURCE_3,2803.6
EXT_SOURCE_2,2400.4
EXT_SOURCE_1,2300.8
DAYS_BIRTH,1822.8
NEW_CREDIT_TO_GOODS_RATIO,1505.0
DAYS_ID_PUBLISH,1373.4
DAYS_EMPLOYED,1334.2
DAYS_LAST_PHONE_CHANGE,1333.4
AMT_ANNUITY,1310.4
DAYS_REGISTRATION,1233.4
NEW_AGE_DAYS_REGISTRATION,1095.0
REGION_POPULATION_RELATIVE,943.2
AMT_GOODS_PRICE,941.8
AMT_CREDIT,826.6
NEW_INC_PER_CHLD,784.2
OWN_CAR_AGE,747.4
AMT_INCOME_TOTAL,697.6
AMT_REQ_CREDIT_BUREAU_YEAR,649.8
BASEMENTAREA_AVG,560.8
HOUR_APPR_PROCESS_START,531.6
TOTALAREA_MODE,455.4
LANDAREA_AVG,416.4
CODE_GENDER_M,403.4
LANDAREA_MODE,378.6
YEARS_BEGINEXPLUATATION_AVG,342.6
NEW_DEF/OBS_30,327.6
YEARS_BEGINEXPLUATATION_MODE,324.0
LIVINGAREA_MODE,294.8
APARTMENTS_AVG,284.8
APARTMENTS_MEDI,274.2
NONLIVINGAREA_AVG,273.0
COMMONAREA_MODE,255.8
NONLIVINGAREA_MODE,246.6
AMT_REQ_CREDIT_BUREAU_QRT,230.6
LIVINGAREA_AVG,219.4
LIVINGAPARTMENTS_AVG,210.8
LIVINGAREA_MEDI,203.6
COMMONAREA_MEDI,201.0
NEW_DEF/OBS_60,197.6
NAME_EDUCATION_TYPE_Higher education,193.0
COMMONAREA_AVG,191.0
NAME_FAMILY_STATUS_Married,189.4
LIVINGAPARTMENTS_MEDI,187.8
FLAG_WORK_PHONE,187.4
NONLIVINGAREA_MEDI,186.0
OBS_30_CNT_SOCIAL_CIRCLE,185.0
REGION_RATING_CLIENT_W_CITY,184.8
YEARS_BUILD_AVG,177.6
YEARS_BUILD_MEDI,166.2
NEW_NUM_DOCS,162.8
OBS_60_CNT_SOCIAL_CIRCLE,153.4
FLAG_DOCUMENT_3,148.0
ENTRANCES_AVG,145.6
NAME_INCOME_TYPE_Working,133.4
AMT_REQ_CREDIT_BUREAU_MON,132.0
NAME_EDUCATION_TYPE_Secondary / secondary special,125.4
REG_CITY_NOT_LIVE_CITY,123.0
NONLIVINGAPARTMENTS_AVG,115.4
FLOORSMIN_AVG,114.2
FLOORSMAX_AVG,107.8
ORGANIZATION_TYPE_Self-employed,105.8
NEW_60/30_OBS,104.2
ENTRANCES_MODE,97.2
NAME_CONTRACT_TYPE_Revolving loans,90.4
ORGANIZATION_TYPE_Business Entity Type 3,86.4
ELEVATORS_AVG,80.0
CNT_FAM_MEMBERS,79.6
ENTRANCES_MEDI,78.6
FLAG_OWN_REALTY_Y,78.2
FLAG_PHONE,69.2
FLOORSMIN_MODE,67.4
CNT_CHILDREN,66.0
OCCUPATION_TYPE_Drivers,64.8
