feature,importance
EXT_SOURCE_3,2361.4
EXT_SOURCE_1,2168.0
EXT_SOURCE_2,2057.2
DAYS_BIRTH,1866.0
AMT_CREDIT,1844.8
AMT_ANNUITY,1503.0
DAYS_EMPLOYED,1245.0
DAYS_ID_PUBLISH,1191.0
DAYS_REGISTRATION,1067.2
OWN_CAR_AGE,725.4
AMT_INCOME_TOTAL,721.0
REGION_POPULATION_RELATIVE,709.8
CODE_GENDER_M,449.2
HOUR_APPR_PROCESS_START,416.4
TOTALAREA_MODE,347.8
BASEMENTAREA_AVG,299.0
AMT_REQ_CREDIT_BUREAU_QRT,276.2
BASEMENTAREA_MODE,273.2
FLAG_DOCUMENT_3,261.0
NAME_EDUCATION_TYPE_Higher education,255.8
LANDAREA_MODE,253.4
LANDAREA_AVG,230.4
NONLIVINGAREA_AVG,214.0
APARTMENTS_MODE,212.2
NAME_FAMILY_STATUS_Married,210.0
OBS_30_CNT_SOCIAL_CIRCLE,205.2
OBS_60_CNT_SOCIAL_CIRCLE,200.0
YEARS_BEGINEXPLUATATION_MODE,197.2
NONLIVINGAREA_MODE,196.8
LIVINGAREA_MODE,196.2
YEARS_BEGINEXPLUATATION_AVG,191.0
YEARS_BEGINEXPLUATATION_MEDI,186.4
LANDAREA_MEDI,181.4
LIVINGAREA_AVG,179.6
COMMONAREA_MODE,176.6
REGION_RATING_CLIENT_W_CITY,166.2
DEF_30_CNT_SOCIAL_CIRCLE,166.0
APARTMENTS_AVG,164.4
APARTMENTS_MEDI,157.8
NAME_INCOME_TYPE_Working,155.8
LIVINGAREA_MEDI,155.8
COMMONAREA_AVG,149.6
FLAG_WORK_PHONE,149.6
NAME_EDUCATION_TYPE_Secondary / secondary special,142.8
COMMONAREA_MEDI,141.4
YEARS_BUILD_MODE,137.6
NONLIVINGAREA_MEDI,137.4
LIVINGAPARTMENTS_MODE,133.6
LIVINGAPARTMENTS_AVG,132.8
DEF_60_CNT_SOCIAL_CIRCLE,128.4
YEARS_BUILD_AVG,114.8
ENTRANCES_AVG,110.6
REG_CITY_NOT_LIVE_CITY,110.2
ORGANIZATION_TYPE_Self-employed,106.0
LIVINGAPARTMENTS_MEDI,105.2
NONLIVINGAPARTMENTS_AVG,93.0
FLAG_OWN_REALTY_Y,92.2
YEARS_BUILD_MEDI,90.6
FLOORSMAX_AVG,88.2
FLOORSMIN_AVG,87.8
CNT_FAM_MEMBERS,81.2
CNT_CHILDREN,79.8
ORGANIZATION_TYPE_Business Entity Type 3,76.8
OCCUPATION_TYPE_Drivers,73.6
FLAG_PHONE,70.8
OCCUPATION_TYPE_Core staff,66.6
ENTRANCES_MODE,65.8
OCCUPATION_TYPE_Laborers,61.6
ORGANIZATION_TYPE_Construction,60.2
FLAG_DOCUMENT_16,60.0
ENTRANCES_MEDI,58.4
AMT_REQ_CREDIT_BUREAU_DAY,56.8
ORGANIZATION_TYPE_Transport: type 3,56.0
FLAG_DOCUMENT_18,55.0
REGION_RATING_CLIENT,54.6
ELEVATORS_AVG,54.4
ORGANIZATION_TYPE_Military,50.0
FLOORSMIN_MODE,49.4
NAME_HOUSING_TYPE_House / apartment,48.2
ORGANIZATION_TYPE_Industry: type 9,47.2
NAME_FAMILY_STATUS_Single / not married,46.4
"WALLSMATERIAL_MODE_Stone, brick",45.6
FLOORSMIN_MEDI,44.0
FLAG_DOCUMENT_8,40.6
NAME_TYPE_SUITE_Unaccompanied,39.4
NONLIVINGAPARTMENTS_MEDI,38.4
OCCUPATION_TYPE_High skill tech staff,36.4
NAME_EDUCATION_TYPE_Lower secondary,36.0
NONLIVINGAPARTMENTS_MODE,35.6
FLAG_DOCUMENT_5,35.0
ORGANIZATION_TYPE_Bank,34.4
ORGANIZATION_TYPE_School,34.0
OCCUPATION_TYPE_Sales staff,33.8
NAME_HOUSING_TYPE_Municipal apartment,33.2
NAME_INCOME_TYPE_State servant,33.2
NAME_HOUSING_TYPE_Office apartment,33.0
WALLSMATERIAL_MODE_Panel,33.0
FLOORSMAX_MEDI,31.2
ORGANIZATION_TYPE_Security Ministries,28.8
REG_CITY_NOT_WORK_CITY,28.2
FLOORSMAX_MODE,27.0
LIVE_CITY_NOT_WORK_CITY,25.8
ORGANIZATION_TYPE_Police,25.8
ELEVATORS_MODE,25.6
ELEVATORS_MEDI,24.8
FLAG_DOCUMENT_6,23.8
OCCUPATION_TYPE_Low-skill Laborers,21.0
"NAME_TYPE_SUITE_Spouse, partner",21.0
ORGANIZATION_TYPE_Trade: type 2,17.6
NAME_FAMILY_STATUS_Separated,17.2
REG_REGION_NOT_WORK_REGION,16.8
NAME_FAMILY_STATUS_Widow,16.4
NAME_HOUSING_TYPE_With parents,15.4
NAME_EDUCATION_TYPE_Incomplete higher,15.4
LIVE_REGION_NOT_WORK_REGION,15.0
FONDKAPREMONT_MODE_org spec account,14.8
OCCUPATION_TYPE_Medicine staff,14.6
NAME_INCOME_TYPE_Commercial associate,14.4
OCCUPATION_TYPE_Private service staff,14.4
