feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3323.8
EXT_SOURCE_3,2792.8
EXT_SOURCE_2,2395.0
EXT_SOURCE_1,2321.8
DAYS_BIRTH,1841.2
NEW_CREDIT_TO_GOODS_RATIO,1542.6
DAYS_ID_PUBLISH,1387.0
DAYS_LAST_PHONE_CHANGE,1383.4
DAYS_EMPLOYED,1381.2
AMT_ANNUITY,1315.8
DAYS_REGISTRATION,1229.2
NEW_AGE_DAYS_REGISTRATION,1102.2
AMT_GOODS_PRICE,957.6
REGION_POPULATION_RELATIVE,954.8
AMT_CREDIT,803.8
NEW_INC_PER_CHLD,796.8
OWN_CAR_AGE,749.4
AMT_INCOME_TOTAL,730.2
AMT_REQ_CREDIT_BUREAU_YEAR,660.8
LANDAREA_AVG,614.0
BASEMENTAREA_AVG,564.0
HOUR_APPR_PROCESS_START,529.8
TOTALAREA_MODE,526.2
CODE_GENDER_M,402.2
NEW_DEF/OBS_30,338.2
LIVINGAPARTMENTS_MEDI,331.0
NONLIVINGAREA_AVG,318.4
LIVINGAREA_MEDI,297.8
APARTMENTS_MEDI,293.2
APARTMENTS_AVG,289.4
LIVINGAREA_AVG,287.2
COMMONAREA_MEDI,285.6
NONLIVINGAREA_MEDI,278.6
COMMONAREA_AVG,268.2
YEARS_BUILD_AVG,240.6
AMT_REQ_CREDIT_BUREAU_QRT,239.2
YEARS_BUILD_MEDI,219.8
NEW_DEF/OBS_60,209.4
NAME_FAMILY_STATUS_Married,200.2
NAME_EDUCATION_TYPE_Higher education,192.8
ENTRANCES_AVG,187.2
OBS_30_CNT_SOCIAL_CIRCLE,185.6
REGION_RATING_CLIENT_W_CITY,184.0
FLAG_WORK_PHONE,181.4
OBS_60_CNT_SOCIAL_CIRCLE,169.0
FLAG_DOCUMENT_3,157.8
NEW_NUM_DOCS,156.0
FLOORSMAX_AVG,138.4
NONLIVINGAPARTMENTS_AVG,136.6
AMT_REQ_CREDIT_BUREAU_MON,134.8
FLOORSMIN_AVG,134.4
NAME_INCOME_TYPE_Working,131.6
NAME_EDUCATION_TYPE_Secondary / secondary special,119.2
REG_CITY_NOT_LIVE_CITY,117.0
ORGANIZATION_TYPE_Self-employed,110.2
ENTRANCES_MEDI,105.2
NEW_60/30_OBS,101.4
