feature,importance
EXT_SOURCE_3,2255.6
EXT_SOURCE_1,2113.6
EXT_SOURCE_2,2021.6
DAYS_BIRTH,1750.0
AMT_ANNUITY,1473.6
AMT_CREDIT,1427.6
AMT_GOODS_PRICE,1231.6
DAYS_EMPLOYED,1135.8
DAYS_ID_PUBLISH,1103.0
DAYS_REGISTRATION,945.2
REGION_POPULATION_RELATIVE,680.4
OWN_CAR_AGE,672.2
AMT_INCOME_TOTAL,652.6
AMT_REQ_CREDIT_BUREAU_YEAR,468.6
CODE_GENDER_M,420.2
HOUR_APPR_PROCESS_START,373.8
TOTALAREA_MODE,315.6
NAME_EDUCATION_TYPE_Higher education,234.6
FLAG_DOCUMENT_3,229.0
LANDAREA_MODE,226.6
AMT_REQ_CREDIT_BUREAU_QRT,220.0
BASEMENTAREA_MODE,211.0
LANDAREA_AVG,200.6
BASEMENTAREA_AVG,200.2
NONLIVINGAREA_AVG,195.0
YEARS_BEGINEXPLUATATION_MODE,192.4
LIVINGAREA_MODE,192.2
NAME_FAMILY_STATUS_Married,189.0
APARTMENTS_MODE,188.0
OBS_30_CNT_SOCIAL_CIRCLE,186.8
OBS_60_CNT_SOCIAL_CIRCLE,186.4
NONLIVINGAREA_MODE,177.0
LANDAREA_MEDI,169.6
REGION_RATING_CLIENT_W_CITY,165.8
YEARS_BEGINEXPLUATATION_MEDI,165.8
YEARS_BEGINEXPLUATATION_AVG,162.0
APARTMENTS_AVG,161.4
DEF_30_CNT_SOCIAL_CIRCLE,159.0
BASEMENTAREA_MEDI,153.6
LIVINGAREA_AVG,152.8
COMMONAREA_MODE,152.6
FLAG_WORK_PHONE,149.6
LIVINGAREA_MEDI,143.8
NAME_INCOME_TYPE_Working,143.6
NONLIVINGAREA_MEDI,138.2
COMMONAREA_AVG,137.8
NAME_EDUCATION_TYPE_Secondary / secondary special,134.8
COMMONAREA_MEDI,131.6
APARTMENTS_MEDI,125.4
YEARS_BUILD_MODE,123.8
LIVINGAPARTMENTS_AVG,120.2
REG_CITY_NOT_LIVE_CITY,119.4
LIVINGAPARTMENTS_MODE,118.6
DEF_60_CNT_SOCIAL_CIRCLE,118.0
ENTRANCES_AVG,103.2
ORGANIZATION_TYPE_Self-employed,100.6
YEARS_BUILD_AVG,93.4
LIVINGAPARTMENTS_MEDI,89.2
NONLIVINGAPARTMENTS_AVG,85.0
FLOORSMAX_AVG,83.4
CNT_FAM_MEMBERS,83.2
FLOORSMIN_AVG,78.6
YEARS_BUILD_MEDI,76.8
FLAG_OWN_REALTY_Y,75.8
CNT_CHILDREN,73.4
ORGANIZATION_TYPE_Business Entity Type 3,69.0
FLAG_PHONE,68.0
OCCUPATION_TYPE_Drivers,67.8
ENTRANCES_MODE,64.0
OCCUPATION_TYPE_Laborers,60.4
OCCUPATION_TYPE_Core staff,59.0
ORGANIZATION_TYPE_Construction,57.8
FLAG_DOCUMENT_16,54.0
ORGANIZATION_TYPE_Transport: type 3,53.6
FLAG_DOCUMENT_18,53.2
WEEKDAY_APPR_PROCESS_START_MONDAY,50.6
ORGANIZATION_TYPE_Military,48.6
NAME_HOUSING_TYPE_House / apartment,48.4
ENTRANCES_MEDI,48.0
ORGANIZATION_TYPE_Industry: type 9,45.4
ELEVATORS_AVG,45.2
FLOORSMIN_MODE,45.2
"WALLSMATERIAL_MODE_Stone, brick",45.0
REGION_RATING_CLIENT,43.0
NAME_FAMILY_STATUS_Single / not married,42.6
NONLIVINGAPARTMENTS_MEDI,41.4
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,40.8
WEEKDAY_APPR_PROCESS_START_TUESDAY,37.0
FLOORSMIN_MEDI,35.6
WALLSMATERIAL_MODE_Panel,35.0
WEEKDAY_APPR_PROCESS_START_SATURDAY,34.8
NAME_EDUCATION_TYPE_Lower secondary,33.8
WEEKDAY_APPR_PROCESS_START_SUNDAY,33.4
ORGANIZATION_TYPE_School,33.0
OCCUPATION_TYPE_Sales staff,32.4
OCCUPATION_TYPE_High skill tech staff,32.4
NAME_TYPE_SUITE_Unaccompanied,32.4
NAME_INCOME_TYPE_State servant,31.2
NONLIVINGAPARTMENTS_MODE,31.2
NAME_HOUSING_TYPE_Office apartment,30.6
ORGANIZATION_TYPE_Bank,29.4
NAME_HOUSING_TYPE_Municipal apartment,28.8
AMT_REQ_CREDIT_BUREAU_DAY,28.2
LIVE_CITY_NOT_WORK_CITY,26.8
FLOORSMAX_MEDI,26.4
FLAG_DOCUMENT_5,25.8
ORGANIZATION_TYPE_Security Ministries,25.6
FLAG_DOCUMENT_8,23.4
FLOORSMAX_MODE,22.8
ORGANIZATION_TYPE_Police,22.2
ELEVATORS_MEDI,21.4
ELEVATORS_MODE,20.0
