feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3196.6
EXT_SOURCE_3,2690.8
EXT_SOURCE_2,2313.2
EXT_SOURCE_1,2254.0
DAYS_BIRTH,1775.8
NEW_CREDIT_TO_GOODS_RATIO,1454.2
DAYS_ID_PUBLISH,1349.2
DAYS_EMPLOYED,1286.4
DAYS_LAST_PHONE_CHANGE,1280.4
AMT_ANNUITY,1272.2
DAYS_REGISTRATION,1152.8
NEW_AGE_DAYS_REGISTRATION,1027.2
REGION_POPULATION_RELATIVE,911.8
AMT_GOODS_PRICE,908.8
AMT_CREDIT,780.0
NEW_INC_PER_CHLD,744.2
OWN_CAR_AGE,733.2
AMT_INCOME_TOTAL,672.8
AMT_REQ_CREDIT_BUREAU_YEAR,609.8
LANDAREA_AVG,571.6
BASEMENTAREA_AVG,525.6
TOTALAREA_MODE,513.4
HOUR_APPR_PROCESS_START,511.2
CODE_GENDER_M,398.8
NEW_DEF/OBS_30,327.8
LIVINGAREA_MEDI,280.0
NONLIVINGAREA_AVG,277.4
APARTMENTS_AVG,276.8
LIVINGAREA_AVG,271.4
APARTMENTS_MEDI,269.8
COMMONAREA_MEDI,262.6
NONLIVINGAREA_MEDI,262.4
COMMONAREA_AVG,253.4
AMT_REQ_CREDIT_BUREAU_QRT,229.0
YEARS_BUILD_AVG,209.6
ENTRANCES_MEDI,209.2
YEARS_BUILD_MEDI,206.8
LIVINGAPARTMENTS_AVG,199.8
NEW_DEF/OBS_60,197.4
NAME_EDUCATION_TYPE_Higher education,189.2
FLAG_WORK_PHONE,186.0
NAME_FAMILY_STATUS_Married,183.6
REGION_RATING_CLIENT_W_CITY,181.8
LIVINGAPARTMENTS_MEDI,170.8
OBS_30_CNT_SOCIAL_CIRCLE,167.2
NEW_NUM_DOCS,160.0
OBS_60_CNT_SOCIAL_CIRCLE,159.0
FLAG_DOCUMENT_3,148.8
NAME_INCOME_TYPE_Working,134.4
FLOORSMAX_AVG,132.0
FLOORSMIN_AVG,127.8
NAME_EDUCATION_TYPE_Secondary / secondary special,125.4
NONLIVINGAPARTMENTS_AVG,124.0
AMT_REQ_CREDIT_BUREAU_MON,123.4
REG_CITY_NOT_LIVE_CITY,118.0
ORGANIZATION_TYPE_Self-employed,104.2
NEW_60/30_OBS,98.2
CNT_FAM_MEMBERS,87.6
NAME_CONTRACT_TYPE_Revolving loans,84.0
ORGANIZATION_TYPE_Business Entity Type 3,82.8
FLAG_OWN_REALTY_Y,77.4
ELEVATORS_AVG,75.0
FLOORSMIN_MEDI,72.4
CNT_CHILDREN,69.4
NONLIVINGAPARTMENTS_MEDI,66.4
OCCUPATION_TYPE_Drivers,66.0
FLAG_PHONE,63.6
WEEKDAY_APPR_PROCESS_START_MONDAY,62.8
FLOORSMAX_MEDI,62.0
ORGANIZATION_TYPE_Construction,60.4
OCCUPATION_TYPE_Laborers,60.4
ORGANIZATION_TYPE_Transport: type 3,55.8
DEF_30_CNT_SOCIAL_CIRCLE,53.6
OCCUPATION_TYPE_Core staff,53.4
NEW_60/30_DEF,52.0
ORGANIZATION_TYPE_Military,51.2
WEEKDAY_APPR_PROCESS_START_TUESDAY,49.6
REGION_RATING_CLIENT,49.2
"WALLSMATERIAL_MODE_Stone, brick",49.0
