feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3220.8
EXT_SOURCE_3,2770.6
EXT_SOURCE_2,2317.4
EXT_SOURCE_1,2274.8
DAYS_BIRTH,1790.2
NEW_CREDIT_TO_GOODS_RATIO,1477.8
DAYS_ID_PUBLISH,1366.0
DAYS_EMPLOYED,1304.4
AMT_ANNUITY,1287.4
DAYS_LAST_PHONE_CHANGE,1279.2
DAYS_REGISTRATION,1183.4
NEW_AGE_DAYS_REGISTRATION,1063.4
REGION_POPULATION_RELATIVE,940.4
AMT_GOODS_PRICE,929.4
AMT_CREDIT,768.4
NEW_INC_PER_CHLD,743.4
OWN_CAR_AGE,720.2
AMT_INCOME_TOTAL,681.4
AMT_REQ_CREDIT_BUREAU_YEAR,630.2
NEW_INC_BY_ORG,598.4
LANDAREA_AVG,596.8
BASEMENTAREA_AVG,533.4
HOUR_APPR_PROCESS_START,516.2
TOTALAREA_MODE,495.6
CODE_GENDER_M,386.6
NONLIVINGAREA_AVG,325.6
NEW_DEF/OBS_30,320.0
APARTMENTS_AVG,287.4
LIVINGAREA_MEDI,285.4
LIVINGAREA_AVG,283.4
APARTMENTS_MEDI,274.2
COMMONAREA_MEDI,267.2
NONLIVINGAREA_MEDI,260.0
COMMONAREA_AVG,250.2
YEARS_BUILD_AVG,226.2
AMT_REQ_CREDIT_BUREAU_QRT,225.6
YEARS_BUILD_MEDI,215.2
NEW_DEF/OBS_60,204.2
LIVINGAPARTMENTS_AVG,203.4
NAME_EDUCATION_TYPE_Higher education,193.6
ENTRANCES_AVG,187.8
NAME_FAMILY_STATUS_Married,187.4
FLAG_WORK_PHONE,187.0
REGION_RATING_CLIENT_W_CITY,183.2
OBS_30_CNT_SOCIAL_CIRCLE,174.4
LIVINGAPARTMENTS_MEDI,169.8
NEW_NUM_DOCS,160.8
OBS_60_CNT_SOCIAL_CIRCLE,153.8
FLAG_DOCUMENT_3,149.4
FLOORSMAX_AVG,132.4
FLOORSMIN_AVG,129.4
NONLIVINGAPARTMENTS_AVG,128.4
AMT_REQ_CREDIT_BUREAU_MON,124.4
NAME_INCOME_TYPE_Working,123.8
NAME_EDUCATION_TYPE_Secondary / secondary special,122.6
REG_CITY_NOT_LIVE_CITY,115.4
ENTRANCES_MEDI,101.6
ORGANIZATION_TYPE_Self-employed,96.0
NAME_CONTRACT_TYPE_Revolving loans,90.8
NEW_60/30_OBS,89.8
ELEVATORS_AVG,87.0
CNT_FAM_MEMBERS,81.6
FLOORSMIN_MEDI,74.4
FLAG_OWN_REALTY_Y,73.0
FLAG_PHONE,68.8
CNT_CHILDREN,67.6
OCCUPATION_TYPE_Drivers,64.8
FLOORSMAX_MEDI,63.8
WEEKDAY_APPR_PROCESS_START_MONDAY,61.0
NONLIVINGAPARTMENTS_MEDI,60.8
ORGANIZATION_TYPE_Business Entity Type 3,60.4
OCCUPATION_TYPE_Laborers,57.4
ORGANIZATION_TYPE_Transport: type 3,56.0
OCCUPATION_TYPE_Core staff,55.8
NEW_60/30_DEF,55.0
ORGANIZATION_TYPE_Construction,53.0
"WALLSMATERIAL_MODE_Stone, brick",52.0
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,51.0
DEF_30_CNT_SOCIAL_CIRCLE,47.8
WEEKDAY_APPR_PROCESS_START_TUESDAY,47.2
NEW_CNT_PARENT_MEMBERS,46.4
