feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3292.2
EXT_SOURCE_3,2821.6
EXT_SOURCE_2,2417.4
EXT_SOURCE_1,2332.8
DAYS_BIRTH,1863.0
NEW_CREDIT_TO_GOODS_RATIO,1518.0
DAYS_ID_PUBLISH,1404.6
DAYS_EMPLOYED,1359.2
DAYS_LAST_PHONE_CHANGE,1357.6
AMT_ANNUITY,1342.4
DAYS_REGISTRATION,1241.8
NEW_AGE_DAYS_REGISTRATION,1120.0
REGION_POPULATION_RELATIVE,961.8
AMT_GOODS_PRICE,937.0
AMT_CREDIT,826.2
NEW_INC_PER_CHLD,781.4
OWN_CAR_AGE,756.2
AMT_INCOME_TOTAL,704.4
AMT_REQ_CREDIT_BUREAU_YEAR,643.4
HOUR_APPR_PROCESS_START,557.4
BASEMENTAREA_AVG,551.6
TOTALAREA_MODE,462.6
LANDAREA_AVG,417.0
CODE_GENDER_M,407.6
LANDAREA_MODE,387.4
YEARS_BEGINEXPLUATATION_AVG,358.8
YEARS_BEGINEXPLUATATION_MODE,336.0
NEW_DEF/OBS_30,329.2
NONLIVINGAREA_AVG,308.8
APARTMENTS_AVG,286.8
LIVINGAREA_MODE,284.6
APARTMENTS_MEDI,275.6
NONLIVINGAREA_MEDI,275.2
COMMONAREA_MODE,248.0
AMT_REQ_CREDIT_BUREAU_QRT,238.8
LIVINGAREA_MEDI,222.2
LIVINGAREA_AVG,212.2
NEW_DEF/OBS_60,207.2
COMMONAREA_MEDI,197.6
NAME_FAMILY_STATUS_Married,191.8
YEARS_BUILD_AVG,189.0
NAME_EDUCATION_TYPE_Higher education,187.0
COMMONAREA_AVG,186.8
FLAG_WORK_PHONE,185.4
LIVINGAPARTMENTS_MODE,185.0
REGION_RATING_CLIENT_W_CITY,183.0
OBS_30_CNT_SOCIAL_CIRCLE,181.2
LIVINGAPARTMENTS_AVG,171.0
YEARS_BUILD_MEDI,167.0
OBS_60_CNT_SOCIAL_CIRCLE,161.8
NEW_NUM_DOCS,157.4
ENTRANCES_AVG,145.4
FLAG_DOCUMENT_3,145.0
NAME_INCOME_TYPE_Working,136.0
LIVINGAPARTMENTS_MEDI,132.4
NAME_EDUCATION_TYPE_Secondary / secondary special,132.0
AMT_REQ_CREDIT_BUREAU_MON,131.8
REG_CITY_NOT_LIVE_CITY,121.0
NONLIVINGAPARTMENTS_AVG,115.6
FLOORSMIN_AVG,114.4
FLOORSMAX_AVG,113.2
ORGANIZATION_TYPE_Self-employed,106.8
NEW_60/30_OBS,103.8
ENTRANCES_MODE,96.8
NAME_CONTRACT_TYPE_Revolving loans,91.0
ORGANIZATION_TYPE_Business Entity Type 3,87.4
ENTRANCES_MEDI,87.0
ELEVATORS_AVG,83.8
CNT_FAM_MEMBERS,81.4
FLAG_PHONE,75.4
FLAG_OWN_REALTY_Y,75.4
CNT_CHILDREN,70.2
FLOORSMIN_MODE,64.4
OCCUPATION_TYPE_Drivers,63.4
WEEKDAY_APPR_PROCESS_START_MONDAY,62.4
ORGANIZATION_TYPE_Construction,61.0
OCCUPATION_TYPE_Laborers,60.8
NEW_60/30_DEF,58.8
ORGANIZATION_TYPE_Transport: type 3,55.8
NONLIVINGAPARTMENTS_MEDI,54.8
"WALLSMATERIAL_MODE_Stone, brick",54.6
OCCUPATION_TYPE_Core staff,53.8
ORGANIZATION_TYPE_Military,52.6
WEEKDAY_APPR_PROCESS_START_TUESDAY,52.6
NEW_CNT_PARENT_MEMBERS,50.0
DEF_30_CNT_SOCIAL_CIRCLE,48.6
NAME_HOUSING_TYPE_House / apartment,48.2
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,48.2
