feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3311.2
EXT_SOURCE_3,2806.4
EXT_SOURCE_2,2414.4
EXT_SOURCE_1,2314.6
DAYS_BIRTH,1844.8
NEW_CREDIT_TO_GOODS_RATIO,1521.6
DAYS_ID_PUBLISH,1386.6
DAYS_LAST_PHONE_CHANGE,1385.0
DAYS_EMPLOYED,1369.2
AMT_ANNUITY,1341.8
DAYS_REGISTRATION,1249.6
NEW_AGE_DAYS_REGISTRATION,1108.4
AMT_GOODS_PRICE,961.0
REGION_POPULATION_RELATIVE,960.2
AMT_CREDIT,810.2
NEW_INC_PER_CHLD,786.0
OWN_CAR_AGE,749.6
AMT_INCOME_TOTAL,724.4
AMT_REQ_CREDIT_BUREAU_YEAR,652.0
LANDAREA_AVG,600.4
BASEMENTAREA_AVG,559.6
HOUR_APPR_PROCESS_START,542.8
TOTALAREA_MODE,539.0
CODE_GENDER_M,410.6
NEW_DEF/OBS_30,340.4
NONLIVINGAREA_AVG,327.8
LIVINGAREA_MEDI,300.6
APARTMENTS_AVG,297.6
LIVINGAREA_AVG,297.0
APARTMENTS_MEDI,295.8
NONLIVINGAREA_MEDI,289.0
COMMONAREA_MEDI,284.8
COMMONAREA_AVG,257.6
YEARS_BUILD_AVG,246.8
AMT_REQ_CREDIT_BUREAU_QRT,232.0
YEARS_BUILD_MEDI,225.0
LIVINGAPARTMENTS_AVG,209.6
NEW_DEF/OBS_60,202.6
NAME_EDUCATION_TYPE_Higher education,200.2
NAME_FAMILY_STATUS_Married,192.4
LIVINGAPARTMENTS_MEDI,191.2
REGION_RATING_CLIENT_W_CITY,187.4
FLAG_WORK_PHONE,183.0
ENTRANCES_AVG,183.0
OBS_30_CNT_SOCIAL_CIRCLE,174.4
OBS_60_CNT_SOCIAL_CIRCLE,166.2
NONLIVINGAPARTMENTS_MEDI,162.2
NEW_NUM_DOCS,158.2
FLAG_DOCUMENT_3,155.8
FLOORSMIN_AVG,143.6
NAME_INCOME_TYPE_Working,134.2
FLOORSMAX_AVG,132.6
AMT_REQ_CREDIT_BUREAU_MON,127.2
NAME_EDUCATION_TYPE_Secondary / secondary special,119.0
REG_CITY_NOT_LIVE_CITY,117.8
ORGANIZATION_TYPE_Self-employed,111.0
ENTRANCES_MEDI,110.8
NEW_60/30_OBS,106.0
NAME_CONTRACT_TYPE_Revolving loans,94.0
ORGANIZATION_TYPE_Business Entity Type 3,88.6
CNT_FAM_MEMBERS,84.8
ELEVATORS_AVG,84.8
FLAG_OWN_REALTY_Y,79.4
FLOORSMIN_MEDI,75.2
CNT_CHILDREN,73.6
FLAG_PHONE,70.8
OCCUPATION_TYPE_Drivers,65.6
WEEKDAY_APPR_PROCESS_START_MONDAY,63.2
OCCUPATION_TYPE_Laborers,63.0
FLOORSMAX_MEDI,62.6
ORGANIZATION_TYPE_Construction,61.0
OCCUPATION_TYPE_Core staff,59.6
ORGANIZATION_TYPE_Transport: type 3,57.0
"WALLSMATERIAL_MODE_Stone, brick",53.8
DEF_30_CNT_SOCIAL_CIRCLE,53.4
WEEKDAY_APPR_PROCESS_START_TUESDAY,52.4
ORGANIZATION_TYPE_Military,52.4
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,52.2
NEW_60/30_DEF,51.2
NAME_HOUSING_TYPE_House / apartment,51.0
REGION_RATING_CLIENT,48.8
NEW_CNT_PARENT_MEMBERS,48.0
ORGANIZATION_TYPE_Industry: type 9,47.0
ELEVATORS_MEDI,47.0
LIVE_CITY_NOT_WORK_CITY,44.6
NAME_TYPE_SUITE_Unaccompanied,44.0
AMT_REQ_CREDIT_BUREAU_WEEK,44.0
NAME_FAMILY_STATUS_Single / not married,42.8
WEEKDAY_APPR_PROCESS_START_SATURDAY,39.4
WALLSMATERIAL_MODE_Panel,39.2
REG_CITY_NOT_WORK_CITY,38.8
ORGANIZATION_TYPE_School,37.4
NAME_HOUSING_TYPE_Office apartment,35.8
OCCUPATION_TYPE_Sales staff,35.6
OCCUPATION_TYPE_High skill tech staff,35.0
WEEKDAY_APPR_PROCESS_START_SUNDAY,35.0
DEF_60_CNT_SOCIAL_CIRCLE,33.8
NAME_HOUSING_TYPE_Municipal apartment,30.8
NAME_INCOME_TYPE_State servant,29.0
ORGANIZATION_TYPE_Security Ministries,28.6
WEEKDAY_APPR_PROCESS_START_THURSDAY,28.6
ORGANIZATION_TYPE_Bank,28.2
AMT_REQ_CREDIT_BUREAU_DAY,27.2
NAME_EDUCATION_TYPE_Lower secondary,27.2
NAME_INCOME_TYPE_Commercial associate,26.6
"NAME_TYPE_SUITE_Spouse, partner",26.4
ORGANIZATION_TYPE_Police,25.4
FLAG_DOCUMENT_8,22.8
REG_REGION_NOT_WORK_REGION,20.6
FONDKAPREMONT_MODE_reg oper spec account,19.6
OCCUPATION_TYPE_Medicine staff,18.8
ORGANIZATION_TYPE_Kindergarten,18.6
NAME_HOUSING_TYPE_With parents,18.6
NAME_FAMILY_STATUS_Separated,18.4
FLAG_EMAIL,18.2
NAME_TYPE_SUITE_Family,18.2
OCCUPATION_TYPE_Private service staff,18.0
NAME_FAMILY_STATUS_Widow,18.0
NAME_EDUCATION_TYPE_Incomplete higher,17.4
ORGANIZATION_TYPE_Hotel,16.0
WALLSMATERIAL_MODE_Others,15.8
FLAG_OWN_CAR_Y,15.4
ORGANIZATION_TYPE_Medicine,15.4
FONDKAPREMONT_MODE_org spec account,14.8
ORGANIZATION_TYPE_Government,14.4
OCCUPATION_TYPE_Low-skill Laborers,14.2
ORGANIZATION_TYPE_Trade: type 3,14.0
LIVE_REGION_NOT_WORK_REGION,13.8
OCCUPATION_TYPE_Security staff,13.6
FONDKAPREMONT_MODE_reg oper account,13.2
FLAG_DOCUMENT_5,12.8
OCCUPATION_TYPE_Managers,12.4
NAME_TYPE_SUITE_Other_B,12.2
FLAG_DOCUMENT_6,12.0
REG_REGION_NOT_LIVE_REGION,12.0
ORGANIZATION_TYPE_Trade: type 7,12.0
NAME_HOUSING_TYPE_Rented apartment,11.4
HOUSETYPE_MODE_specific housing,11.2
OCCUPATION_TYPE_Cleaning staff,10.4
ORGANIZATION_TYPE_Industry: type 3,9.6
ORGANIZATION_TYPE_Trade: type 2,9.0
ORGANIZATION_TYPE_Business Entity Type 1,9.0
AMT_REQ_CREDIT_BUREAU_HOUR,8.8
NAME_INCOME_TYPE_Pensioner,8.8
ORGANIZATION_TYPE_University,7.8
ORGANIZATION_TYPE_Transport: type 4,7.4
OCCUPATION_TYPE_Secretaries,7.2
ORGANIZATION_TYPE_Business Entity Type 2,7.0
OCCUPATION_TYPE_Cooking staff,6.8
FLAG_DOCUMENT_11,6.6
ORGANIZATION_TYPE_Restaurant,6.4
ORGANIZATION_TYPE_Postal,6.0
OCCUPATION_TYPE_Waiters/barmen staff,5.6
ORGANIZATION_TYPE_Other,5.4
WALLSMATERIAL_MODE_Monolithic,5.0
ORGANIZATION_TYPE_Industry: type 1,4.4
NAME_TYPE_SUITE_Other_A,3.2
FLAG_DOCUMENT_18,3.0
ORGANIZATION_TYPE_Housing,3.0
WALLSMATERIAL_MODE_Mixed,2.6
ORGANIZATION_TYPE_Services,2.6
ORGANIZATION_TYPE_Electricity,2.4
ORGANIZATION_TYPE_Security,2.4
EMERGENCYSTATE_MODE_Yes,2.2
ORGANIZATION_TYPE_Industry: type 4,1.6
WALLSMATERIAL_MODE_Wooden,1.4
FLAG_DOCUMENT_9,1.4
ORGANIZATION_TYPE_Industry: type 7,1.4
FLAG_EMP_PHONE,1.0
HOUSETYPE_MODE_terraced house,0.6
ORGANIZATION_TYPE_Agriculture,0.4
ORGANIZATION_TYPE_Industry: type 11,0.2
NAME_INCOME_TYPE_Student,0.0
NAME_TYPE_SUITE_Group of people,0.0
OCCUPATION_TYPE_HR staff,0.0
NAME_INCOME_TYPE_Unemployed,0.0
ORGANIZATION_TYPE_Industry: type 5,0.0
NAME_INCOME_TYPE_Maternity leave,0.0
NAME_FAMILY_STATUS_Unknown,0.0
OCCUPATION_TYPE_Realty agents,0.0
FLAG_MOBIL,0.0
FLAG_DOCUMENT_7,0.0
FLAG_DOCUMENT_4,0.0
FLAG_CONT_MOBILE,0.0
OCCUPATION_TYPE_IT staff,0.0
ORGANIZATION_TYPE_Culture,0.0
ORGANIZATION_TYPE_XNA,0.0
ORGANIZATION_TYPE_Cleaning,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_Industry: type 2,0.0
ORGANIZATION_TYPE_Legal Services,0.0
ORGANIZATION_TYPE_Industry: type 13,0.0
ORGANIZATION_TYPE_Industry: type 12,0.0
ORGANIZATION_TYPE_Mobile,0.0
ORGANIZATION_TYPE_Realtor,0.0
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Industry: type 10,0.0
ORGANIZATION_TYPE_Telecom,0.0
ORGANIZATION_TYPE_Trade: type 1,0.0
ORGANIZATION_TYPE_Emergency,0.0
ORGANIZATION_TYPE_Trade: type 4,0.0
ORGANIZATION_TYPE_Trade: type 5,0.0
ORGANIZATION_TYPE_Trade: type 6,0.0
ORGANIZATION_TYPE_Industry: type 6,0.0
ORGANIZATION_TYPE_Transport: type 1,0.0
ORGANIZATION_TYPE_Transport: type 2,0.0
CODE_GENDER_XNA,0.0
