feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3218.4
EXT_SOURCE_3,2719.0
EXT_SOURCE_2,2311.2
EXT_SOURCE_1,2249.6
DAYS_BIRTH,1755.4
NEW_CREDIT_TO_GOODS_RATIO,1477.2
DAYS_ID_PUBLISH,1335.2
DAYS_LAST_PHONE_CHANGE,1293.8
DAYS_EMPLOYED,1281.6
AMT_ANNUITY,1258.0
DAYS_REGISTRATION,1170.2
NEW_AGE_DAYS_REGISTRATION,1014.8
AMT_GOODS_PRICE,908.0
REGION_POPULATION_RELATIVE,904.0
AMT_CREDIT,790.8
NEW_INC_PER_CHLD,746.0
OWN_CAR_AGE,722.8
AMT_INCOME_TOTAL,671.4
AMT_REQ_CREDIT_BUREAU_YEAR,624.0
BASEMENTAREA_AVG,530.0
YEARS_BEGINEXPLUATATION_AVG,523.2
HOUR_APPR_PROCESS_START,495.6
TOTALAREA_MODE,456.2
CODE_GENDER_M,385.2
LANDAREA_AVG,353.8
LANDAREA_MEDI,337.6
NEW_DEF/OBS_30,326.6
NONLIVINGAREA_AVG,286.0
LIVINGAREA_MEDI,274.0
APARTMENTS_AVG,272.4
APARTMENTS_MEDI,260.6
NONLIVINGAREA_MEDI,257.4
COMMONAREA_MEDI,256.0
COMMONAREA_AVG,251.6
LIVINGAREA_AVG,250.0
ENTRANCES_AVG,244.6
AMT_REQ_CREDIT_BUREAU_QRT,230.4
LIVINGAPARTMENTS_AVG,201.4
NAME_EDUCATION_TYPE_Higher education,198.4
NEW_DEF/OBS_60,186.8
REGION_RATING_CLIENT_W_CITY,185.2
NAME_FAMILY_STATUS_Married,182.6
FLAG_WORK_PHONE,180.0
YEARS_BUILD_AVG,176.0
OBS_30_CNT_SOCIAL_CIRCLE,173.6
LIVINGAPARTMENTS_MEDI,171.8
NEW_NUM_DOCS,158.2
YEARS_BUILD_MEDI,155.2
OBS_60_CNT_SOCIAL_CIRCLE,152.4
FLAG_DOCUMENT_3,152.0
FLOORSMIN_AVG,138.4
NAME_INCOME_TYPE_Working,130.2
NONLIVINGAPARTMENTS_AVG,126.8
FLOORSMAX_AVG,124.0
AMT_REQ_CREDIT_BUREAU_MON,123.4
NAME_EDUCATION_TYPE_Secondary / secondary special,119.4
REG_CITY_NOT_LIVE_CITY,118.0
ORGANIZATION_TYPE_Self-employed,110.4
NEW_60/30_OBS,98.4
NAME_CONTRACT_TYPE_Revolving loans,88.4
ORGANIZATION_TYPE_Business Entity Type 3,87.0
CNT_FAM_MEMBERS,81.6
ELEVATORS_AVG,81.6
FLAG_OWN_REALTY_Y,73.8
FLAG_PHONE,70.4
CNT_CHILDREN,67.2
FLOORSMIN_MEDI,66.6
OCCUPATION_TYPE_Drivers,66.2
NONLIVINGAPARTMENTS_MEDI,63.8
WEEKDAY_APPR_PROCESS_START_MONDAY,60.4
ORGANIZATION_TYPE_Construction,59.8
OCCUPATION_TYPE_Laborers,59.8
OCCUPATION_TYPE_Core staff,58.4
ORGANIZATION_TYPE_Transport: type 3,56.0
NEW_60/30_DEF,53.8
"WALLSMATERIAL_MODE_Stone, brick",53.2
ORGANIZATION_TYPE_Military,52.0
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,51.6
DEF_30_CNT_SOCIAL_CIRCLE,49.8
NAME_HOUSING_TYPE_House / apartment,48.6
FLOORSMAX_MEDI,48.4
NEW_CNT_PARENT_MEMBERS,46.6
ORGANIZATION_TYPE_Industry: type 9,46.4
WEEKDAY_APPR_PROCESS_START_TUESDAY,46.0
REGION_RATING_CLIENT,43.8
LIVE_CITY_NOT_WORK_CITY,43.4
AMT_REQ_CREDIT_BUREAU_WEEK,42.8
ELEVATORS_MEDI,41.4
REG_CITY_NOT_WORK_CITY,40.0
NAME_TYPE_SUITE_Unaccompanied,38.6
ORGANIZATION_TYPE_School,36.0
NAME_FAMILY_STATUS_Single / not married,35.6
WEEKDAY_APPR_PROCESS_START_SATURDAY,35.2
NAME_HOUSING_TYPE_Office apartment,35.2
OCCUPATION_TYPE_High skill tech staff,33.6
WALLSMATERIAL_MODE_Panel,33.4
DEF_60_CNT_SOCIAL_CIRCLE,33.0
WEEKDAY_APPR_PROCESS_START_SUNDAY,32.2
OCCUPATION_TYPE_Sales staff,32.0
NAME_INCOME_TYPE_State servant,30.0
NAME_HOUSING_TYPE_Municipal apartment,29.0
NAME_EDUCATION_TYPE_Lower secondary,28.0
ORGANIZATION_TYPE_Security Ministries,27.8
ORGANIZATION_TYPE_Bank,27.8
NAME_INCOME_TYPE_Commercial associate,27.4
AMT_REQ_CREDIT_BUREAU_DAY,26.4
ORGANIZATION_TYPE_Police,25.6
WEEKDAY_APPR_PROCESS_START_THURSDAY,24.2
"NAME_TYPE_SUITE_Spouse, partner",22.8
FLAG_DOCUMENT_8,20.8
ORGANIZATION_TYPE_Kindergarten,20.0
NAME_HOUSING_TYPE_With parents,19.8
OCCUPATION_TYPE_Private service staff,18.2
NAME_FAMILY_STATUS_Widow,18.0
FLAG_EMAIL,18.0
FONDKAPREMONT_MODE_reg oper spec account,17.8
WALLSMATERIAL_MODE_Others,17.8
NAME_FAMILY_STATUS_Separated,17.4
OCCUPATION_TYPE_Medicine staff,17.2
NAME_TYPE_SUITE_Family,16.8
REG_REGION_NOT_WORK_REGION,15.8
ORGANIZATION_TYPE_Hotel,15.2
NAME_EDUCATION_TYPE_Incomplete higher,15.0
LIVE_REGION_NOT_WORK_REGION,14.6
ORGANIZATION_TYPE_Trade: type 3,14.2
ORGANIZATION_TYPE_Medicine,13.6
OCCUPATION_TYPE_Low-skill Laborers,13.6
FONDKAPREMONT_MODE_org spec account,13.4
OCCUPATION_TYPE_Security staff,12.6
ORGANIZATION_TYPE_Government,11.6
FLAG_DOCUMENT_5,11.4
FONDKAPREMONT_MODE_reg oper account,11.4
REG_REGION_NOT_LIVE_REGION,11.4
FLAG_OWN_CAR_Y,11.4
NAME_TYPE_SUITE_Other_B,11.2
OCCUPATION_TYPE_Managers,11.2
ORGANIZATION_TYPE_Trade: type 7,10.6
HOUSETYPE_MODE_specific housing,10.4
OCCUPATION_TYPE_Cleaning staff,10.2
NAME_HOUSING_TYPE_Rented apartment,9.8
ORGANIZATION_TYPE_Business Entity Type 1,9.0
AMT_REQ_CREDIT_BUREAU_HOUR,9.0
ORGANIZATION_TYPE_Trade: type 2,9.0
FLAG_DOCUMENT_6,8.8
NAME_INCOME_TYPE_Pensioner,8.6
ORGANIZATION_TYPE_Industry: type 3,8.4
ORGANIZATION_TYPE_University,7.6
ORGANIZATION_TYPE_Transport: type 4,7.6
ORGANIZATION_TYPE_Other,6.8
FLAG_DOCUMENT_11,6.6
ORGANIZATION_TYPE_Restaurant,6.0
OCCUPATION_TYPE_Cooking staff,5.8
OCCUPATION_TYPE_Secretaries,5.6
ORGANIZATION_TYPE_Postal,5.2
ORGANIZATION_TYPE_Business Entity Type 2,4.6
OCCUPATION_TYPE_Waiters/barmen staff,4.6
EMERGENCYSTATE_MODE_Yes,3.6
FLAG_DOCUMENT_18,3.4
WALLSMATERIAL_MODE_Monolithic,3.0
ORGANIZATION_TYPE_Industry: type 1,2.8
ORGANIZATION_TYPE_Services,2.8
WALLSMATERIAL_MODE_Mixed,2.6
ORGANIZATION_TYPE_Security,2.6
NAME_TYPE_SUITE_Other_A,2.2
ORGANIZATION_TYPE_Housing,2.0
ORGANIZATION_TYPE_Electricity,1.8
ORGANIZATION_TYPE_Industry: type 7,1.8
ORGANIZATION_TYPE_Industry: type 4,1.4
FLAG_DOCUMENT_9,1.2
FLAG_EMP_PHONE,1.0
WALLSMATERIAL_MODE_Wooden,0.8
ORGANIZATION_TYPE_Agriculture,0.2
HOUSETYPE_MODE_terraced house,0.2
NAME_INCOME_TYPE_Maternity leave,0.0
CODE_GENDER_XNA,0.0
ORGANIZATION_TYPE_Cleaning,0.0
OCCUPATION_TYPE_Realty agents,0.0
OCCUPATION_TYPE_IT staff,0.0
OCCUPATION_TYPE_HR staff,0.0
FLAG_DOCUMENT_7,0.0
FLAG_MOBIL,0.0
NAME_INCOME_TYPE_Student,0.0
FLAG_CONT_MOBILE,0.0
ORGANIZATION_TYPE_Emergency,0.0
FLAG_DOCUMENT_4,0.0
NAME_TYPE_SUITE_Group of people,0.0
NAME_FAMILY_STATUS_Unknown,0.0
NAME_INCOME_TYPE_Unemployed,0.0
ORGANIZATION_TYPE_Culture,0.0
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Realtor,0.0
ORGANIZATION_TYPE_Industry: type 11,0.0
ORGANIZATION_TYPE_Mobile,0.0
ORGANIZATION_TYPE_Legal Services,0.0
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
ORGANIZATION_TYPE_Telecom,0.0
ORGANIZATION_TYPE_Trade: type 1,0.0
ORGANIZATION_TYPE_Industry: type 6,0.0
ORGANIZATION_TYPE_Trade: type 4,0.0
ORGANIZATION_TYPE_Trade: type 5,0.0
ORGANIZATION_TYPE_Trade: type 6,0.0
ORGANIZATION_TYPE_Industry: type 5,0.0
ORGANIZATION_TYPE_Transport: type 1,0.0
ORGANIZATION_TYPE_Transport: type 2,0.0
ORGANIZATION_TYPE_Industry: type 2,0.0
ORGANIZATION_TYPE_Industry: type 13,0.0
ORGANIZATION_TYPE_XNA,0.0
ORGANIZATION_TYPE_Industry: type 12,0.0
ORGANIZATION_TYPE_Industry: type 10,0.0
