feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3042.8
EXT_SOURCE_3,2628.0
EXT_SOURCE_2,2218.0
EXT_SOURCE_1,2176.8
DAYS_BIRTH,1709.6
NEW_CREDIT_TO_GOODS_RATIO,1417.0
DAYS_ID_PUBLISH,1231.6
DAYS_EMPLOYED,1210.6
AMT_ANNUITY,1190.0
DAYS_LAST_PHONE_CHANGE,1173.6
DAYS_REGISTRATION,1080.6
NEW_AGE_DAYS_REGISTRATION,973.2
AMT_GOODS_PRICE,854.2
REGION_POPULATION_RELATIVE,834.0
AMT_CREDIT,727.8
OWN_CAR_AGE,677.2
NEW_INC_PER_CHLD,667.8
AMT_INCOME_TOTAL,616.6
AMT_REQ_CREDIT_BUREAU_YEAR,578.4
LANDAREA_AVG,536.6
BASEMENTAREA_AVG,476.4
HOUR_APPR_PROCESS_START,455.4
TOTALAREA_MODE,401.4
CODE_GENDER_M,387.6
NEW_DEF/OBS_30,305.4
YEARS_BEGINEXPLUATATION_AVG,302.8
YEARS_BEGINEXPLUATATION_MODE,283.2
APARTMENTS_AVG,253.0
LIVINGAREA_MODE,242.2
NONLIVINGAREA_AVG,236.4
APARTMENTS_MEDI,231.2
AMT_REQ_CREDIT_BUREAU_QRT,220.2
NONLIVINGAREA_MODE,217.0
COMMONAREA_MODE,216.6
NAME_EDUCATION_TYPE_Higher education,190.2
NAME_FAMILY_STATUS_Married,184.6
NEW_DEF/OBS_60,183.4
LIVINGAREA_AVG,182.8
REGION_RATING_CLIENT_W_CITY,182.0
LIVINGAREA_MEDI,181.8
FLAG_WORK_PHONE,177.0
COMMONAREA_AVG,170.4
LIVINGAPARTMENTS_MODE,170.4
COMMONAREA_MEDI,168.0
OBS_30_CNT_SOCIAL_CIRCLE,163.4
YEARS_BUILD_AVG,163.2
NONLIVINGAREA_MEDI,160.2
NEW_NUM_DOCS,155.4
FLAG_DOCUMENT_3,143.0
LIVINGAPARTMENTS_AVG,141.4
OBS_60_CNT_SOCIAL_CIRCLE,140.0
YEARS_BUILD_MEDI,136.6
NAME_INCOME_TYPE_Working,129.4
NAME_EDUCATION_TYPE_Secondary / secondary special,124.2
ENTRANCES_AVG,122.6
AMT_REQ_CREDIT_BUREAU_MON,115.0
REG_CITY_NOT_LIVE_CITY,114.2
LIVINGAPARTMENTS_MEDI,113.8
ORGANIZATION_TYPE_Self-employed,101.2
FLOORSMIN_AVG,95.6
NONLIVINGAPARTMENTS_AVG,95.0
FLOORSMAX_AVG,91.4
NAME_CONTRACT_TYPE_Revolving loans,89.4
NEW_60/30_OBS,86.4
ENTRANCES_MODE,85.0
ORGANIZATION_TYPE_Business Entity Type 3,82.6
CNT_FAM_MEMBERS,76.0
ELEVATORS_AVG,75.6
ENTRANCES_MEDI,70.8
FLAG_OWN_REALTY_Y,69.8
OCCUPATION_TYPE_Drivers,62.8
FLAG_PHONE,61.2
CNT_CHILDREN,59.8
ORGANIZATION_TYPE_Construction,58.2
OCCUPATION_TYPE_Laborers,57.4
WEEKDAY_APPR_PROCESS_START_MONDAY,57.2
