feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3269.0
EXT_SOURCE_3,2764.4
EXT_SOURCE_2,2399.4
EXT_SOURCE_1,2274.6
DAYS_BIRTH,1837.0
NEW_CREDIT_TO_GOODS_RATIO,1505.0
DAYS_EMPLOYED,1378.4
DAYS_ID_PUBLISH,1372.8
DAYS_LAST_PHONE_CHANGE,1348.4
AMT_ANNUITY,1315.0
DAYS_REGISTRATION,1221.6
NEW_AGE_DAYS_REGISTRATION,1119.6
REGION_POPULATION_RELATIVE,959.4
AMT_GOODS_PRICE,950.6
AMT_CREDIT,811.0
NEW_INC_PER_CHLD,779.2
OWN_CAR_AGE,754.8
AMT_INCOME_TOTAL,693.4
AMT_REQ_CREDIT_BUREAU_YEAR,671.2
LANDAREA_AVG,596.0
BASEMENTAREA_AVG,538.6
TOTALAREA_MODE,524.8
HOUR_APPR_PROCESS_START,524.6
CODE_GENDER_M,404.2
NEW_DEF/OBS_30,326.6
NONLIVINGAREA_AVG,312.2
APARTMENTS_AVG,297.6
COMMONAREA_MEDI,286.8
APARTMENTS_MEDI,286.6
LIVINGAREA_MEDI,281.0
NONLIVINGAREA_MEDI,277.4
LIVINGAREA_AVG,270.4
COMMONAREA_AVG,246.0
AMT_REQ_CREDIT_BUREAU_QRT,232.6
YEARS_BUILD_AVG,226.2
YEARS_BUILD_MEDI,206.8
LIVINGAPARTMENTS_AVG,205.6
NEW_DEF/OBS_60,202.0
NAME_EDUCATION_TYPE_Higher education,195.2
LIVINGAPARTMENTS_MEDI,186.2
NAME_FAMILY_STATUS_Married,184.2
FLAG_WORK_PHONE,183.6
REGION_RATING_CLIENT_W_CITY,181.2
OBS_30_CNT_SOCIAL_CIRCLE,179.0
ENTRANCES_AVG,177.4
NEW_NUM_DOCS,165.8
OBS_60_CNT_SOCIAL_CIRCLE,156.8
FLAG_DOCUMENT_3,154.0
FLOORSMAX_AVG,141.2
NAME_INCOME_TYPE_Working,136.0
