feature,importance
NEW_CREDIT_TO_ANNUITY_RATIO,3240.6
EXT_SOURCE_3,2788.0
EXT_SOURCE_2,2356.0
EXT_SOURCE_1,2282.6
DAYS_BIRTH,1789.2
NEW_CREDIT_TO_GOODS_RATIO,1491.0
DAYS_ID_PUBLISH,1361.2
DAYS_EMPLOYED,1303.2
DAYS_LAST_PHONE_CHANGE,1301.6
AMT_ANNUITY,1273.4
DAYS_REGISTRATION,1215.8
NEW_AGE_DAYS_REGISTRATION,1055.4
REGION_POPULATION_RELATIVE,955.0
AMT_GOODS_PRICE,939.8
AMT_CREDIT,803.6
NEW_INC_PER_CHLD,781.2
OWN_CAR_AGE,743.8
AMT_INCOME_TOTAL,693.8
AMT_REQ_CREDIT_BUREAU_YEAR,641.0
LANDAREA_AVG,618.2
HOUR_APPR_PROCESS_START,527.2
BASEMENTAREA_AVG,524.8
TOTALAREA_MODE,515.8
CODE_GENDER_M,392.0
NEW_DEF/OBS_30,325.4
NONLIVINGAREA_AVG,317.6
APARTMENTS_AVG,292.6
LIVINGAREA_MEDI,289.0
LIVINGAREA_AVG,284.0
COMMONAREA_MEDI,280.4
APARTMENTS_MEDI,272.0
COMMONAREA_AVG,258.0
NONLIVINGAREA_MEDI,257.6
AMT_REQ_CREDIT_BUREAU_QRT,239.0
NEW_INC_BY_ORG,225.0
YEARS_BUILD_AVG,225.0
YEARS_BUILD_MEDI,210.6
LIVINGAPARTMENTS_AVG,202.2
NEW_DEF/OBS_60,200.4
NAME_EDUCATION_TYPE_Higher education,199.6
ENTRANCES_AVG,186.2
FLAG_WORK_PHONE,185.8
OBS_30_CNT_SOCIAL_CIRCLE,183.8
REGION_RATING_CLIENT_W_CITY,183.0
NAME_FAMILY_STATUS_Married,181.2
LIVINGAPARTMENTS_MEDI,179.8
OBS_60_CNT_SOCIAL_CIRCLE,158.2
NEW_NUM_DOCS,156.4
FLAG_DOCUMENT_3,147.6
FLOORSMIN_AVG,134.0
AMT_REQ_CREDIT_BUREAU_MON,131.4
FLOORSMAX_AVG,131.2
NONLIVINGAPARTMENTS_AVG,130.6
NAME_INCOME_TYPE_Working,130.2
NAME_EDUCATION_TYPE_Secondary / secondary special,123.0
REG_CITY_NOT_LIVE_CITY,117.4
ENTRANCES_MEDI,105.4
ORGANIZATION_TYPE_Self-employed,103.8
NEW_60/30_OBS,97.2
NAME_CONTRACT_TYPE_Revolving loans,91.4
CNT_FAM_MEMBERS,80.6
ELEVATORS_AVG,80.2
ORGANIZATION_TYPE_Business Entity Type 3,80.0
FLAG_OWN_REALTY_Y,77.8
FLOORSMIN_MEDI,75.0
FLAG_PHONE,71.6
NONLIVINGAPARTMENTS_MEDI,68.0
OCCUPATION_TYPE_Drivers,66.2
CNT_CHILDREN,64.6
WEEKDAY_APPR_PROCESS_START_MONDAY,63.0
FLOORSMAX_MEDI,60.4
ORGANIZATION_TYPE_Construction,59.0
OCCUPATION_TYPE_Core staff,57.0
OCCUPATION_TYPE_Laborers,57.0
ORGANIZATION_TYPE_Transport: type 3,54.8
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,53.8
"WALLSMATERIAL_MODE_Stone, brick",52.2
DEF_30_CNT_SOCIAL_CIRCLE,51.2
NAME_HOUSING_TYPE_House / apartment,50.2
NEW_60/30_DEF,50.0
ELEVATORS_MEDI,49.4
WEEKDAY_APPR_PROCESS_START_TUESDAY,48.8
REGION_RATING_CLIENT,46.6
ORGANIZATION_TYPE_Military,46.2
NEW_CNT_PARENT_MEMBERS,44.0
LIVE_CITY_NOT_WORK_CITY,43.4
REG_CITY_NOT_WORK_CITY,42.6
AMT_REQ_CREDIT_BUREAU_WEEK,42.4
NAME_TYPE_SUITE_Unaccompanied,42.0
NAME_FAMILY_STATUS_Single / not married,41.4
ORGANIZATION_TYPE_Industry: type 9,40.6
WEEKDAY_APPR_PROCESS_START_SATURDAY,39.4
WALLSMATERIAL_MODE_Panel,36.8
NAME_HOUSING_TYPE_Office apartment,36.4
OCCUPATION_TYPE_High skill tech staff,35.4
WEEKDAY_APPR_PROCESS_START_SUNDAY,35.0
DEF_60_CNT_SOCIAL_CIRCLE,34.6
ORGANIZATION_TYPE_School,34.0
OCCUPATION_TYPE_Sales staff,31.6
NAME_INCOME_TYPE_State servant,28.4
NAME_HOUSING_TYPE_Municipal apartment,28.2
NAME_EDUCATION_TYPE_Lower secondary,26.8
WEEKDAY_APPR_PROCESS_START_THURSDAY,26.6
AMT_REQ_CREDIT_BUREAU_DAY,26.4
ORGANIZATION_TYPE_Security Ministries,24.0
FLAG_DOCUMENT_8,23.2
ORGANIZATION_TYPE_Bank,21.8
NAME_INCOME_TYPE_Commercial associate,21.8
"NAME_TYPE_SUITE_Spouse, partner",21.4
NAME_TYPE_SUITE_Family,18.6
OCCUPATION_TYPE_Private service staff,18.6
NAME_FAMILY_STATUS_Widow,18.4
FONDKAPREMONT_MODE_reg oper spec account,18.2
OCCUPATION_TYPE_Medicine staff,17.8
ORGANIZATION_TYPE_Police,17.4
FLAG_EMAIL,16.8
NAME_HOUSING_TYPE_With parents,16.4
LIVE_REGION_NOT_WORK_REGION,15.8
REG_REGION_NOT_WORK_REGION,15.6
ORGANIZATION_TYPE_Kindergarten,15.4
NAME_FAMILY_STATUS_Separated,15.0
NAME_EDUCATION_TYPE_Incomplete higher,15.0
FONDKAPREMONT_MODE_org spec account,14.6
FONDKAPREMONT_MODE_reg oper account,14.6
ORGANIZATION_TYPE_Trade: type 3,14.2
WALLSMATERIAL_MODE_Others,14.0
ORGANIZATION_TYPE_Hotel,14.0
OCCUPATION_TYPE_Low-skill Laborers,13.6
OCCUPATION_TYPE_Managers,12.8
ORGANIZATION_TYPE_Industry: type 3,12.6
ORGANIZATION_TYPE_Medicine,12.4
NAME_TYPE_SUITE_Other_B,11.8
FLAG_OWN_CAR_Y,11.2
HOUSETYPE_MODE_specific housing,10.8
OCCUPATION_TYPE_Cleaning staff,10.6
ORGANIZATION_TYPE_Business Entity Type 1,10.6
REG_REGION_NOT_LIVE_REGION,10.4
OCCUPATION_TYPE_Security staff,10.4
ORGANIZATION_TYPE_Transport: type 4,10.2
ORGANIZATION_TYPE_Trade: type 2,10.2
FLAG_DOCUMENT_5,10.2
FLAG_DOCUMENT_6,10.2
ORGANIZATION_TYPE_Trade: type 7,9.8
AMT_REQ_CREDIT_BUREAU_HOUR,9.6
NAME_HOUSING_TYPE_Rented apartment,9.4
ORGANIZATION_TYPE_Government,8.4
FLAG_DOCUMENT_11,7.6
ORGANIZATION_TYPE_Other,7.4
ORGANIZATION_TYPE_Restaurant,7.2
OCCUPATION_TYPE_Secretaries,7.0
OCCUPATION_TYPE_Cooking staff,5.6
OCCUPATION_TYPE_Waiters/barmen staff,5.0
ORGANIZATION_TYPE_University,4.2
WALLSMATERIAL_MODE_Monolithic,4.2
ORGANIZATION_TYPE_Business Entity Type 2,3.6
NAME_INCOME_TYPE_Pensioner,3.6
ORGANIZATION_TYPE_Services,3.4
FLAG_DOCUMENT_18,3.4
ORGANIZATION_TYPE_Industry: type 1,3.4
NAME_TYPE_SUITE_Other_A,3.0
WALLSMATERIAL_MODE_Mixed,2.6
EMERGENCYSTATE_MODE_Yes,2.4
ORGANIZATION_TYPE_Housing,2.2
ORGANIZATION_TYPE_Industry: type 4,2.2
ORGANIZATION_TYPE_Security,2.2
ORGANIZATION_TYPE_Industry: type 7,1.8
ORGANIZATION_TYPE_Electricity,1.6
FLAG_DOCUMENT_9,1.4
ORGANIZATION_TYPE_Postal,1.0
ORGANIZATION_TYPE_Agriculture,0.8
FLAG_EMP_PHONE,0.6
ORGANIZATION_TYPE_Transport: type 2,0.4
WALLSMATERIAL_MODE_Wooden,0.4
NAME_FAMILY_STATUS_Unknown,0.0
NAME_INCOME_TYPE_Maternity leave,0.0
FLAG_CONT_MOBILE,0.0
HOUSETYPE_MODE_terraced house,0.0
NAME_INCOME_TYPE_Student,0.0
NAME_INCOME_TYPE_Unemployed,0.0
ORGANIZATION_TYPE_XNA,0.0
FLAG_DOCUMENT_7,0.0
FLAG_MOBIL,0.0
FLAG_DOCUMENT_4,0.0
ORGANIZATION_TYPE_Cleaning,0.0
NAME_TYPE_SUITE_Group of people,0.0
ORGANIZATION_TYPE_Transport: type 1,0.0
ORGANIZATION_TYPE_Culture,0.0
ORGANIZATION_TYPE_Emergency,0.0
ORGANIZATION_TYPE_Industry: type 10,0.0
ORGANIZATION_TYPE_Industry: type 11,0.0
ORGANIZATION_TYPE_Industry: type 12,0.0
ORGANIZATION_TYPE_Industry: type 13,0.0
ORGANIZATION_TYPE_Industry: type 2,0.0
ORGANIZATION_TYPE_Industry: type 5,0.0
ORGANIZATION_TYPE_Industry: type 6,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_Legal Services,0.0
OCCUPATION_TYPE_Realty agents,0.0
ORGANIZATION_TYPE_Mobile,0.0
OCCUPATION_TYPE_IT staff,0.0
ORGANIZATION_TYPE_Realtor,0.0
ORGANIZATION_TYPE_Religion,0.0
OCCUPATION_TYPE_HR staff,0.0
ORGANIZATION_TYPE_Telecom,0.0
ORGANIZATION_TYPE_Trade: type 1,0.0
ORGANIZATION_TYPE_Trade: type 4,0.0
