feature,importance
EXT_SOURCE_2,1223.2
EXT_SOURCE_3,1193.2
EXT_SOURCE_1,1152.4
NEW_CREDIT_TO_ANNUITY_RATIO,957.6
DAYS_BIRTH,736.8
NEW_CREDIT_TO_GOODS_RATIO,625.4
AMT_ANNUITY,605.0
DAYS_EMPLOYED,439.0
DAYS_ID_PUBLISH,419.8
INSTAL_DPD_MEAN,416.4
APPROVED_CNT_PAYMENT_MEAN,406.4
ACTIVE_DAYS_CREDIT_MEAN,398.6
INSTAL_DAYS_ENTRY_PAYMENT_MAX,385.4
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,375.6
DAYS_REGISTRATION,352.0
INSTAL_AMT_PAYMENT_SUM,345.2
INSTAL_DBD_SUM,344.8
PREV_CNT_PAYMENT_MEAN,331.2
REGION_POPULATION_RELATIVE,313.4
ACTIVE_AMT_CREDIT_SUM_SUM,301.6
OWN_CAR_AGE,300.8
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,295.8
INSTAL_PAYMENT_DIFF_MEAN,286.6
POS_MONTHS_BALANCE_SIZE,285.6
DAYS_LAST_PHONE_CHANGE,284.8
AMT_GOODS_PRICE,278.4
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,277.0
BURO_DAYS_CREDIT_MEAN,276.2
CLOSED_AMT_CREDIT_SUM_MEAN,273.8
AMT_CREDIT,272.8
BURO_AMT_CREDIT_SUM_MEAN,268.0
NEW_AGE_DAYS_REGISTRATION,262.0
CODE_GENDER_M,260.8
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,260.8
INSTAL_AMT_PAYMENT_MIN,259.0
APPROVED_DAYS_DECISION_MAX,258.6
INSTAL_DAYS_ENTRY_PAYMENT_SUM,250.0
INSTAL_DBD_MEAN,249.8
INSTAL_PAYMENT_PERC_MEAN,249.6
BURO_AMT_CREDIT_SUM_DEBT_MEAN,247.6
BURO_AMT_CREDIT_SUM_SUM,243.8
CLOSED_AMT_CREDIT_SUM_SUM,243.6
ACTIVE_AMT_CREDIT_SUM_MEAN,242.6
CLOSED_DAYS_CREDIT_VAR,240.4
ACTIVE_DAYS_CREDIT_VAR,235.2
BURO_DAYS_CREDIT_ENDDATE_MEAN,235.0
BURO_DAYS_CREDIT_VAR,233.8
INSTAL_DBD_MAX,233.8
POS_MONTHS_BALANCE_MEAN,225.2
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,221.6
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,221.6
CLOSED_DAYS_CREDIT_UPDATE_MEAN,216.4
APPROVED_CNT_PAYMENT_SUM,216.4
APPROVED_AMT_ANNUITY_MEAN,209.8
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,206.8
INSTAL_AMT_INSTALMENT_MAX,203.2
PREV_APP_CREDIT_PERC_MEAN,201.4
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,198.6
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,195.4
CLOSED_DAYS_CREDIT_MEAN,191.6
INSTAL_AMT_PAYMENT_MEAN,188.2
POS_SK_DPD_DEF_MEAN,188.0
APPROVED_AMT_DOWN_PAYMENT_MAX,182.2
BURO_AMT_CREDIT_SUM_DEBT_SUM,181.6
PREV_DAYS_DECISION_MAX,179.8
PREV_PREF_APP_CREDIT_PERC_MEAN,178.4
AMT_INCOME_TOTAL,173.4
PREV_AMT_ANNUITY_MEAN,172.2
PREV_PREF_DAYS_DECISION_MEAN,171.0
POS_MONTHS_BALANCE_MAX,170.2
NEW_INC_PER_CHLD,170.2
PREV_PREF_AMT_ANNUITY_MEAN,170.2
INSTAL_AMT_PAYMENT_MAX,168.4
BURO_DAYS_CREDIT_UPDATE_MEAN,167.8
PREV_PREF_DAYS_DECISION_MAX,165.4
PREV_NAME_YIELD_GROUP_high_MEAN,159.2
REFUSED_DAYS_DECISION_MAX,157.4
APPROVED_APP_CREDIT_PERC_MEAN,157.0
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,154.8
INSTAL_AMT_INSTALMENT_SUM,154.4
APPROVED_DAYS_DECISION_MEAN,152.8
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,149.2
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,147.0
PREV_HOUR_APPR_PROCESS_START_MEAN,145.4
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,144.4
TOTALAREA_MODE,141.4
PREV_PREF_CNT_PAYMENT_MEAN,135.0
LANDAREA_AVG,134.8
CC_CNT_DRAWINGS_CURRENT_VAR,133.6
APPROVED_AMT_CREDIT_MAX,132.8
BURO_CREDIT_TYPE_Credit card_MEAN,131.6
APPROVED_HOUR_APPR_PROCESS_START_MEAN,131.6
PREV_PREF_APP_CREDIT_PERC_MAX,130.8
INSTAL_AMT_INSTALMENT_MEAN,129.2
APPROVED_AMT_ANNUITY_MAX,128.0
INSTAL_PAYMENT_DIFF_VAR,127.4
PREV_PREF_AMT_ANNUITY_MAX,126.4
PREV_DAYS_DECISION_MEAN,126.2
INSTAL_COUNT,125.8
BURO_CREDIT_TYPE_Microloan_MEAN,125.2
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,125.2
BURO_CREDIT_ACTIVE_Closed_MEAN,123.2
INSTAL_PAYMENT_PERC_VAR,123.2
PREV_AMT_DOWN_PAYMENT_MAX,122.4
BURO_STATUS_0_MEAN_MEAN,122.2
PREV_PREF_RATE_DOWN_PAYMENT_MEAN,121.0
NAME_FAMILY_STATUS_Married,118.6
REFUSED_DAYS_DECISION_MEAN,117.8
APPROVED_APP_CREDIT_PERC_MAX,117.2
NEW_DEF/OBS_60,115.6
HOUR_APPR_PROCESS_START,111.0
PREV_RATE_DOWN_PAYMENT_MEAN,108.8
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,108.0
PREV_PREF_AMT_DOWN_PAYMENT_MAX,107.4
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,107.0
PREV_AMT_CREDIT_MEAN,106.8
PREV_NAME_YIELD_GROUP_middle_MEAN,106.6
PREV_AMT_DOWN_PAYMENT_MEAN,106.4
PREV_APP_CREDIT_PERC_MAX,106.4
CC_CNT_DRAWINGS_CURRENT_MEAN,104.6
NEW_NUM_DOCS,104.0
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,103.6
REGION_RATING_CLIENT_W_CITY,102.6
PREV_CNT_PAYMENT_SUM,102.4
PREV_PREF_AMT_GOODS_PRICE_MEAN,101.8
BURO_CREDIT_TYPE_Consumer credit_MEAN,99.8
BASEMENTAREA_AVG,98.4
REFUSED_APP_CREDIT_PERC_MEAN,97.2
INSTAL_DPD_SUM,96.0
APPROVED_AMT_DOWN_PAYMENT_MEAN,96.0
PREV_AMT_ANNUITY_MAX,96.0
PREV_PREF_RATE_DOWN_PAYMENT_MAX,96.0
PREV_NAME_YIELD_GROUP_low_normal_MEAN,94.8
NAME_EDUCATION_TYPE_Higher education,94.8
PREV_PREF_AMT_CREDIT_MEAN,94.2
PREV_AMT_APPLICATION_MEAN,94.0
APPROVED_RATE_DOWN_PAYMENT_MEAN,93.8
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,92.6
FLAG_WORK_PHONE,92.6
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,92.4
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,92.2
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,92.2
CC_AMT_PAYMENT_CURRENT_MEAN,92.0
PREV_PREF_AMT_DOWN_PAYMENT_MEAN,91.8
INSTAL_DPD_MAX,91.2
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,90.8
PREV_PREF_AMT_APPLICATION_MEAN,89.6
