SK_ID_CURR,TARGET
100001,0.0
100005,0.0
100013,0.0
100028,1.0
100038,1.0
100042,0.0
100057,3.968739e-30
100065,1.0
100066,1.0
100067,1.0
100074,6.8258912e-15
100090,1.0
100091,1.0
100092,1.0
100106,1.0
100107,1.0
100109,0.0
100117,1.0
100128,1.6818026e-09
100141,8.984035e-24
100150,1.0
100168,1.0
100169,1.0
100170,1.0
100171,1.0
100172,1.0
100184,1.0
100187,8.85672e-35
100212,1.0
100222,0.0
100223,1.0
100232,1.0
100241,0.0
100245,1.0
100253,1.0
100256,1.0
100271,1.0
100278,0.0
100280,0.0
100306,1.0
100311,0.0
100312,2.6141327e-25
100330,1.0
100331,0.0
100352,0.0
100358,0.0
100367,0.0
100382,1.0
100384,0.0
100385,1.0
100386,1.9832504e-17
100399,1.0
100404,0.0
100416,0.0
100422,0.0
100426,1.0
100438,0.0
100444,1.0
100445,1.0
100446,1.0
100447,1.0
100450,1.0
100466,1.0
100483,1.0
100484,1.0
100494,1.0
100510,1.0
100512,2.248584e-34
100517,7.76184e-18
100548,2.7126798e-36
100551,0.0
100552,1.0
100553,1.0
100561,1.0
100568,1.0
100569,1.0
100591,0.0
100592,0.0
100602,1.0
100607,5.3644784e-05
100613,0.0
100617,1.0
100618,1.0
100622,1.0
100625,1.0
100677,1.0
100699,1.0
100702,1.0
100711,1.0
100729,1.0
100740,1.0
100744,0.0
100745,1.0
100747,1.0
100751,1.0
100752,1.0
100753,0.0
100754,1.0
100760,1.5764736e-19
100762,0.0
100763,1.0
100765,1.0
100770,1.0
100772,1.0
100777,3.1207375e-22
100791,1.0
100792,1.0
100797,1.3783817e-10
100823,1.0
100826,0.9998828
100830,1.0
100836,1.0
100872,1.0
100910,1.0
100913,1.0
100918,0.0
100931,1.0
100952,1.0
100953,1.0
100965,0.004486323
100970,0.0
100982,1.0271519e-09
100983,0.0
100984,1.0
100987,1.0
100997,1.0
100998,1.0
101002,1.0
101005,1.0
101008,1.0
101020,0.0
101021,0.0
101024,1.0
101025,1.0
101026,1.0
101031,1.0
101041,0.0
101051,1.0
101055,1.0
101056,9.392798e-10
101057,1.0
101064,1.0
101079,1.0
101087,0.0
101090,1.0
101092,3.4113534e-06
101097,0.0
101099,1.0
101107,0.0
101118,0.0
101125,0.0
101126,1.0
101128,0.0
101136,0.50444996
101140,1.0
101149,0.0
101160,1.0
101169,1.0
101181,0.0
101186,1.0
101190,0.0
101193,1.0
101194,1.0
101198,1.0
101200,1.0
101204,1.0
101211,1.0
101213,1.0
101223,0.0
101225,9.707617e-23
101237,0.0
101243,0.0
101244,1.0
101258,0.0
101259,1.0
101268,0.0
101269,0.0
101271,0.0
101279,1.0
101281,0.0
101287,1.0
101292,1.0
101294,1.0
101296,0.015118852
101297,1.0
101299,1.0
101301,0.0
101305,2.099061e-21
101308,1.0
101318,1.0
101327,1.0
101329,1.0
101332,1.0
101337,0.0
101343,1.0
101345,1.0
101346,0.0
101353,0.0
101354,3.729475e-18
101355,1.0
101356,1.0
101362,1.0
101363,1.0
101365,1.0
101366,0.0
101367,0.0
101368,1.0
101374,1.8240521e-27
101380,0.0
101383,1.0
101398,1.0
101399,1.0
101401,0.0
101412,1.0
