SK_ID_CURR,TARGET
100001,0.03513516
100005,0.1860052
100013,0.06289272
100028,0.03417846
100038,0.14628842
100042,0.029805308
100057,0.020973187
100065,0.09509402
100066,0.010578018
100067,0.06216517
100074,0.07451703
100090,0.093410805
100091,0.15888269
100092,0.09462171
100106,0.044110138
100107,0.11335011
100109,0.048382457
100117,0.049205557
100128,0.034975827
100141,0.042976923
100150,0.024839094
100168,0.012529148
100169,0.029096954
100170,0.0500226
100171,0.040601898
100172,0.10371873
100184,0.102530174
100187,0.054882105
100212,0.06607075
100222,0.08176489
100223,0.0056466134
100232,0.015818065
100241,0.13784942
100245,0.008650956
100253,0.014535368
100256,0.09364036
100271,0.021454629
100278,0.18802494
100280,0.010437302
100306,0.15719253
100311,0.12336885
100312,0.019740922
100330,0.08331005
100331,0.016666243
100352,0.059846267
100358,0.124739625
100367,0.061506264
100382,0.12646002
100384,0.07054223
100385,0.101941
100386,0.07443047
100399,0.02283014
100404,0.05448376
100416,0.02784223
100422,0.11711324
100426,0.048526883
100438,0.06242304
100444,0.12950523
100445,0.12817523
100446,0.049857832
100447,0.035334095
100450,0.042004623
100466,0.03169637
100483,0.03280128
100484,0.019170102
100494,0.051513802
100510,0.1489797
100512,0.043377414
100517,0.041932076
100548,0.06844247
100551,0.05831748
100552,0.13229412
100553,0.012267646
100561,0.12435275
100568,0.28688404
100569,0.045224875
100591,0.077002645
100592,0.016168354
100602,0.0727158
100607,0.059540663
100613,0.10818507
100617,0.11144295
100618,0.08074024
100622,0.14222051
100625,0.086952634
100677,0.080378704
100699,0.046878926
100702,0.23364052
100711,0.109106466
100729,0.1411466
100740,0.1376484
100744,0.14250986
100745,0.06182484
100747,0.090136826
100751,0.18689816
100752,0.028285077
100753,0.23735565
100754,0.17647836
100760,0.06304961
100762,0.07281611
100763,0.03357208
100765,0.015780998
100770,0.12246275
100772,0.023813503
100777,0.02964166
100791,0.025320154
100792,0.004628925
100797,0.024104908
100823,0.044604182
100826,0.054944817
100830,0.03673086
100836,0.20398784
100872,0.057960562
100910,0.08925839
100913,0.08228966
100918,0.043791007
100931,0.016349236
100952,0.08973525
100953,0.08335726
100965,0.1431664
100970,0.058083188
100982,0.14380084
100983,0.14097764
100984,0.044236153
100987,0.070870645
100997,0.047541127
100998,0.074878044
101002,0.12832357
101005,0.21624404
101008,0.14539097
101020,0.08106169
101021,0.049193446
101024,0.068224385
101025,0.123294435
101026,0.030810103
101031,0.048820496
101041,0.031241802
101051,0.0059566116
101055,0.14889616
101056,0.21100129
101057,0.052168574
101064,0.057281174
101079,0.11480982
101087,0.049012944
101090,0.050296318
101092,0.10693928
101097,0.088237144
101099,0.016121106
101107,0.063794576
101118,0.076367974
101125,0.1222765
101126,0.02723276
101128,0.031029476
101136,0.12323245
101140,0.11148288
101149,0.10560787
101160,0.088957384
101169,0.25673258
101181,0.0452845
101186,0.021049105
101190,0.12269504
101193,0.12834056
101194,0.111188166
101198,0.09083945
101200,0.015264383
101204,0.043063145
101211,0.056736834
101213,0.0972907
101223,0.059570897
101225,0.09889675
101237,0.09554386
101243,0.0692253
101244,0.16472048
101258,0.048809726
101259,0.15913036
101268,0.15068176
101269,0.024058187
101271,0.12984478
101279,0.0705434
101281,0.114635855
101287,0.0398491
101292,0.05793857
101294,0.052199658
101296,0.075128384
101297,0.035196196
101299,0.021420853
101301,0.039764844
101305,0.070609674
101308,0.07341345
101318,0.027800836
101327,0.20915191
101329,0.04854852
101332,0.053699266
101337,0.062252034
101343,0.009361677
101345,0.02486372
101346,0.027106361
101353,0.015784303
101354,0.13860229
101355,0.19156942
101356,0.03280656
101362,0.09523769
101363,0.20031974
101365,0.0274305
101366,0.114196286
101367,0.19857463
101368,0.016890485
101374,0.13099624
101380,0.023396766
101383,0.033110667
101398,0.047324978
101399,0.22146633
101401,0.2059416
101412,0.07795498
101426,0.04295218
101427,0.3505616
101428,0.13602158
101429,0.11538688
101434,0.041710615
101440,0.09990566
101448,0.07491254
101449,0.036730558
101465,0.0987853
101467,0.019179618
101472,0.11491186
101478,0.08410331
101497,0.060289834
101504,0.048177097
101547,0.03441832
101548,0.085775346
101555,0.07732928
101570,0.044673216
101572,0.024050705
101578,0.03692573
101580,0.15663937
101588,0.121468626
101602,0.02430651
101610,0.14055794
101614,0.074158624
101616,0.082969904
101643,0.09945115
101644,0.041295957
101649,0.13369144
101650,0.08236132
101665,0.013150874
101667,0.089128844
101669,0.040972207
101674,0.09003878
101675,0.045576762
101678,0.10045705
101682,0.15465024
101686,0.060322396
101697,0.19207229
101700,0.20883705
101711,0.02994737
101714,0.058920063
101715,0.18890332
101728,0.049496423
101732,0.07424297
101757,0.13404363
101758,0.10301852
101759,0.06986703
101762,0.017761147
101764,0.046905737
101780,0.26102507
101784,0.015482961
101789,0.028249942
101816,0.07631145
101819,0.022290228
101827,0.0077384813
101863,0.13011263
101867,0.09155671
101870,0.007590437
101873,0.14114363
101878,0.07598574
101879,0.04675919
101880,0.019151267
101887,0.099856384
101897,0.026508624
101901,0.125401
101903,0.26518378
101920,0.026489055
101921,0.06534142
101922,0.045617137
101961,0.15194242
101962,0.03839458
101971,0.040137354
101976,0.17794228
102002,0.11544441
102005,0.0453596
102007,0.22984694
102017,0.013146023
102019,0.1599463
102029,0.01375771
102051,0.18003991
102052,0.01257127
102054,0.032757334
102062,0.09133876
102067,0.13718577
102068,0.08201085
102070,0.05718688
102090,0.084231846
102092,0.08399652
102099,0.119870864
102100,0.034655176
102112,0.10185931
102113,0.08146069
102122,0.14845282
