SK_ID_CURR,TARGET
100001,0.028509364
100005,0.21006925
100013,0.049182184
100028,0.0636168
100038,0.14511669
100042,0.033312295
100057,0.015426929
100065,0.032439347
100066,0.01994735
100067,0.13452126
100074,0.05776359
100090,0.11426748
100091,0.13036668
100092,0.108811945
100106,0.05822665
100107,0.13779901
100109,0.09599962
100117,0.04740852
100128,0.09418419
100141,0.10687761
100150,0.045247108
100168,0.0128501365
100169,0.018441904
100170,0.16610895
100171,0.081977226
100172,0.18949369
100184,0.12188172
100187,0.08880097
100212,0.032889355
100222,0.08472507
100223,0.03134282
100232,0.005119356
100241,0.14997719
100245,0.0061019734
100253,0.016010365
100256,0.21451256
100271,0.016607983
100278,0.23448214
100280,0.01819867
100306,0.16902508
100311,0.14988376
100312,0.010733897
100330,0.08163001
100331,0.036531266
100352,0.09567704
100358,0.15674005
100367,0.04832593
100382,0.11137701
100384,0.054566417
100385,0.085229
100386,0.061227612
100399,0.017551688
100404,0.02766861
100416,0.051747024
100422,0.14812775
100426,0.040878616
100438,0.027214477
100444,0.14878353
100445,0.15735263
100446,0.07887947
100447,0.041872606
100450,0.17477047
100466,0.037151903
100483,0.055203516
100484,0.0099338675
100494,0.14942525
100510,0.19907126
100512,0.03073011
100517,0.05793205
100548,0.0975529
100551,0.099229954
100552,0.11416998
100553,0.04303262
100561,0.1496484
100568,0.18939412
100569,0.009666874
100591,0.06352375
100592,0.050113704
100602,0.028037049
100607,0.12735878
100613,0.080517106
100617,0.06554071
100618,0.119931094
100622,0.13740331
100625,0.10518154
100677,0.12737711
100699,0.06041302
100702,0.2206697
100711,0.08694247
100729,0.12353195
100740,0.14463556
100744,0.15974896
100745,0.09262067
100747,0.0772432
100751,0.21525067
100752,0.075671114
100753,0.16842589
100754,0.19654432
100760,0.061110273
100762,0.13596411
100763,0.11021772
100765,0.071854286
100770,0.109678954
100772,0.04317575
100777,0.01680319
100791,0.036682118
100792,0.0047432906
100797,0.03173085
100823,0.056944765
100826,0.10624318
100830,0.086259596
100836,0.32540935
100872,0.047655337
100910,0.13661204
100913,0.05583438
100918,0.02956227
100931,0.025745891
100952,0.05552006
100953,0.066102475
100965,0.18454432
100970,0.05643467
100982,0.18112959
100983,0.13057546
100984,0.1506308
100987,0.09423554
100997,0.07573254
100998,0.18671492
101002,0.066043496
101005,0.13964942
101008,0.15544412
101020,0.05896764
101021,0.13335304
101024,0.052422445
101025,0.15994726
101026,0.06950507
101031,0.065377265
101041,0.011954383
101051,0.0060022473
101055,0.18221462
101056,0.29893288
101057,0.11849914
101064,0.065054595
101079,0.09878486
101087,0.04833142
101090,0.060025454
101092,0.118464395
101097,0.10647379
101099,0.02440997
101107,0.111486025
101118,0.08139599
101125,0.109476104
101126,0.017849473
101128,0.034385554
101136,0.12199339
101140,0.15456817
101149,0.12349616
101160,0.17973556
101169,0.24801707
101181,0.09880437
101186,0.0018810827
101190,0.09598208
101193,0.16837145
101194,0.11584324
101198,0.10681691
101200,0.01803598
101204,0.047299452
101211,0.05514486
101213,0.058778614
101223,0.07886053
101225,0.1327001
101237,0.07270306
101243,0.119572885
101244,0.1244867
101258,0.031018656
101259,0.15085824
101268,0.16788234
101269,0.035587274
101271,0.07842885
101279,0.040158015
101281,0.13026361
101287,0.043435365
101292,0.043240555
101294,0.07096447
101296,0.17838131
101297,0.050608113
101299,0.010678171
101301,0.101030074
101305,0.1197016
101308,0.05103558
101318,0.031222565
101327,0.22127402
101329,0.070627436
101332,0.060700618
101337,0.06862119
101343,0.028510446
101345,0.054235615
101346,0.02122847
101353,0.013247601
101354,0.21179366
101355,0.14854355
101356,0.06978281
101362,0.122563675
101363,0.22242478
101365,0.017480247
101366,0.08174411
101367,0.2534574
101368,0.016569197
101374,0.13944894
101380,0.04985638
101383,0.0649746
101398,0.021531286
101399,0.19585633
101401,0.181808
101412,0.08818916
101426,0.12419719
101427,0.28213274
101428,0.20259213
101429,0.16456413
101434,0.040456884
101440,0.12253725
101448,0.117318965
101449,0.04302759
101465,0.06770774
101467,0.03402203
101472,0.13451217
101478,0.16415055
101497,0.06794634
101504,0.09973556
101547,0.03752483
101548,0.08904256
101555,0.11693792
101570,0.048055068
101572,0.065469764
101578,0.038027216
101580,0.10497779
101588,0.11099724
101602,0.043103583
101610,0.14753528
101614,0.07677314
101616,0.09321607
101643,0.15045758
101644,0.04417163
101649,0.053327426
101650,0.08048943
101665,0.013526599
101667,0.11631402
101669,0.114982426
101674,0.15205278
101675,0.021703767
101678,0.08099678
101682,0.11572731
101686,0.08668243
101697,0.2642846
101700,0.20117596
101711,0.04251701
101714,0.031144211
101715,0.20070982
101728,0.04441959
101732,0.06977057
101757,0.10113657
101758,0.10550349
101759,0.0946701
101762,0.00900374
101764,0.024853287
101780,0.23861498
101784,0.012685466
101789,0.019948054
101816,0.09813118
101819,0.038375776
101827,0.012577912
101863,0.10922747
101867,0.10447231
101870,0.01688636
101873,0.19975159
101878,0.052949518
101879,0.05896884
101880,0.06718107
101887,0.11713994
101897,0.02387264
101901,0.058503922
101903,0.21139878
101920,0.08447531
101921,0.044826318
101922,0.043817747
101961,0.12510431
101962,0.027178401
101971,0.01938705
101976,0.17540869
102002,0.11146452
102005,0.029512668
102007,0.31733987
102017,0.016238337
102019,0.096187964
102029,0.009245405
102051,0.1752304
102052,0.014159089
102054,0.02404902
102062,0.09775747
102067,0.14146301
102068,0.11144961
102070,0.07512515
102090,0.10174252
102092,0.07845372
102099,0.16347398
102100,0.05106647
102112,0.08348188
102113,0.07747025
102122,0.18924263
102123,0.07640005
102125,0.052095685
102126,0.16539201
102146,0.021708485
102147,0.13696058
102151,0.07083505
102158,0.09765773
102159,0.043421894
102162,0.0856617
102165,0.08829432
102166,0.045226626
102174,0.020201227
102193,0.21573478
102198,0.047436956
102205,0.18832704
102206,0.016484564
102218,0.03017041
102221,0.066477306
102230,0.105068274
102238,0.04344547
102248,0.022767588
102252,0.1860208
102259,0.06351579
102262,0.10255977
102273,0.04473012
102286,0.10880656
102293,0.03212447
102294,0.025209354
102296,0.0688947
102298,0.10556686
102303,0.023954106
102309,0.017308544
102315,0.044798028
102340,0.035220467
102342,0.16707265
102344,0.074874066
102346,0.07463042
102347,0.04995935
102374,0.12137738
102380,0.055750076
102387,0.028269466
102393,0.04849079
102403,0.022096548
102413,0.07574714
102414,0.0047285105
102415,0.07429512
102416,0.116800316
102439,0.07524008
102441,0.038670626
102443,0.04884341
102444,0.062553465
102445,0.124643184
102448,0.0736532
102449,0.12404424
102450,0.18814848
102456,0.06746362
102458,0.08731033
102459,0.081366204
102465,0.024917096
102470,0.17402852
102471,0.08845897
102475,0.06424248
102476,0.16470416
102506,0.07163309
102509,0.085685335
102519,0.05133534
102522,0.013743691
102545,0.09663201
102549,0.07493424
102562,0.010218272
102563,0.013844827
102568,0.1759612
102582,0.14015277
102592,0.04123819
102597,0.12932162
102605,0.021443268
102614,0.03409017
102617,0.107817456
102634,0.06437363
102652,0.034381613
102655,0.026737597
102671,0.1493013
102694,0.20857911
102701,0.0791131
102703,0.013373118
102704,0.03563515
102713,0.021072036
102720,0.1672234
102731,0.055453982
102733,0.07738226
102749,0.07906123
102755,0.17008199
102763,0.013687174
102770,0.120720826
102772,0.055233862
102799,0.117290094
102838,0.033424314
102854,0.029312251
102862,0.19807051
102863,0.051338926
102867,0.012749016
102868,0.036068074
102878,0.03787987
102887,0.08102984
102898,0.2574382
102904,0.069537826
102912,0.06268077
102919,0.041524496
102927,0.090298615
102932,0.109433755
102933,0.18407261
102935,0.087964594
102958,0.08848589
102969,0.13015805
102971,0.03744759
102975,0.048298173
102979,0.07301634
102982,0.012725906
102987,0.2240238
102989,0.09654232
102995,0.10994607
102996,0.034839407
103000,0.03720608
103001,0.060132354
103004,0.031935565
103010,0.012996388
103025,0.29810876
103029,0.040941946
103046,0.11607036
103056,0.04393461
103062,0.1692981
103078,0.017208446
103083,0.01190343
103092,0.06751126
103096,0.047890548
103097,0.16334914
103102,0.16620408
103112,0.039425
103132,0.058141775
103144,0.080099076
103145,0.0946352
103146,0.027582692
103147,0.09857348
103158,0.030733762
103171,0.09047855
103173,0.061547693
103184,0.040019844
103195,0.11274136
103196,0.08147255
103206,0.013870247
103230,0.19353108
103231,0.17122084
103232,0.052810322
103239,0.17592828
103240,0.1597373
103243,0.019229578
103252,0.113977656
103258,0.052636784
103259,0.10859811
103279,0.01900108
103280,0.010669339
103286,0.068204485
103287,0.3528725
103290,0.015205863
103298,0.041844115
103315,0.0055859084
103319,0.015959505
103334,0.15253606
103336,0.08169772
103345,0.06619992
103368,0.034240335
103371,0.16764857
103377,0.048760656
103398,0.02056858
103404,0.06938514
103408,0.11134282
103410,0.09097595
103418,0.005826027
103420,0.1502092
103432,0.065587275
103433,0.026720861
103436,0.019404544
103440,0.04675869
103453,0.085457094
103459,0.1499229
103460,0.08042561
103461,0.004431787
103462,0.063633345
103473,0.19858965
103474,0.019606402
103475,0.1309774
103478,0.17296715
103480,0.071993046
103484,0.012337123
103494,0.12318435
103513,0.06524185
103515,0.06788924
103516,0.19257377
103525,0.09340226
103541,0.23162508
103544,0.037899118
103562,0.19595005
103570,0.26333684
103572,0.13998555
103574,0.023156837
103575,0.057615142
103591,0.17980687
103594,0.038510572
103609,0.07979679
103613,0.06533982
103614,0.061896887
103615,0.07329721
103624,0.057045292
103625,0.2993844
103628,0.17328028
103629,0.017858354
103647,0.09964672
103648,0.15598467
103651,0.03289622
103658,0.045222305
103668,0.07863148
103669,0.10970763
103676,0.09510173
103682,0.019908236
103683,0.09953221
103689,0.018282028
103725,0.11093218
103733,0.1872441
103744,0.02092931
103762,0.14100623
103771,0.24223506
103773,0.015885014
103783,0.12633601
103784,0.053181883
103808,0.025227131
103812,0.069549784
103813,0.09811067
103814,0.062397573
103818,0.18894146
103824,0.0391714
103828,0.04524106
103830,0.17239387
103840,0.009991105
103842,0.12821002
103847,0.1709201
103848,0.12498866
103851,0.021196363
103854,0.18753262
103857,0.17851101
103861,0.010645206
103862,0.101026855
103865,0.104316294
103870,0.01010389
103876,0.024865402
103891,0.28966576
103908,0.050441753
103914,0.096946314
103918,0.15310432
103940,0.024304548
103963,0.15224263
103966,0.061452035
103971,0.10690269
103980,0.13779584
103984,0.106979296
103985,0.107259594
103998,0.23413394
104019,0.036015548
104026,0.042626794
104035,0.11384032
104044,0.06184599
104045,0.062474903
104047,0.11942493
104051,0.030384298
104058,0.053935215
104063,0.016308963
104066,0.09710722
104087,0.027809856
104089,0.098624036
104095,0.061134472
104098,0.12544854
104104,0.025016878
104110,0.28108823
104120,0.13136564
104122,0.02878844
104131,0.07130317
104132,0.1498114
104135,0.042413548
104136,0.05484874
104149,0.11284949
104150,0.062944636
104156,0.2336318
104165,0.16542782
104175,0.07252873
104179,0.15696299
104184,0.11013764
104206,0.042185746
104216,0.29210335
104230,0.151643
104257,0.05620682
104272,0.014257788
104273,0.10293727
104278,0.03685377
104294,0.101227455
104295,0.06805971
104297,0.08628298
104298,0.06287402
104308,0.09310698
104318,0.046905834
104319,0.19454782
104320,0.13053767
104327,0.16115701
104334,0.093613125
104344,0.027735952
104350,0.04220397
104351,0.16107467
104354,0.09137718
104369,0.1496861
104376,0.08935557
104381,0.103300266
104384,0.042292528
104391,0.056050763
104394,0.016549956
104398,0.1448914
104402,0.022596586
104408,0.0932787
104409,0.04740758
104410,0.19095227
104412,0.07851659
104417,0.08688611
104424,0.09594818
104426,0.049794108
104435,0.11849092
104445,0.0371766
104458,0.01196403
104460,0.016527433
104466,0.015670436
104472,0.09052339
104473,0.12077152
104479,0.009947778
104480,0.03180084
104482,0.08052118
104499,0.017672919
104501,0.024763618
104502,0.029422913
104506,0.14770575
104510,0.021671098
104512,0.07254228
104520,0.12471285
104528,0.16058165
104529,0.022223126
104541,0.05190499
104578,0.017026952
104584,0.05204128
104588,0.17576188
104602,0.18004707
104610,0.040212538
104611,0.10412384
104618,0.06626843
104620,0.039485984
104622,0.021781374
104624,0.043458037
104625,0.09488038
104634,0.11964842
